Ensembl ID	Mouse Gene 2.1 ST probeset ID	Mouse Genome 430 2.0 probeset ID	MGI Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000087549	17383788	1446994_at	Gm13427	0,0177462676	3,9836125536	0,2057332079	0,8378292447	0,9313396414	-6,5939624199
ENSMUSG00000022184	17315658	1427121_at	Fbxo4	0,0131024727	5,9933273837	0,2063184315	0,837374562	0,9313072897	-6,5938417204
ENSMUSG00000048728	17262416	1456507_at	Zfp454	0,0130011867	6,2534892358	0,206678686	0,8370946943	0,9311537489	-6,5937672495
ENSMUSG00000055188	17533088	1457394_at	Rbm3os	-0,0167724778	3,7311306704	-0,2066375337	0,8371266628	0,9311537489	-6,5937757629
ENSMUSG00000028051	17406925	1451023_at	Hcn3	0,01086867	6,9299169424	0,2074767427	0,8364747906	0,9306728967	-6,5936018153
ENSMUSG00000017723	17379460	1424351_at	Wfdc2	-0,0126319743	5,3336655811	-0,207904509	0,8361425592	0,9305681287	-6,5935128789
ENSMUSG00000025158	17273316	1460704_at	Rfng	-0,0081136196	8,8314475092	-0,2078389791	0,8361934521	0,9305681287	-6,593526515
ENSMUSG00000036931	17476372	1436074_at	Nfkbid	-0,0119004168	5,4432382881	-0,2077758111	0,8362425113	0,9305681287	-6,5935396556
ENSMUSG00000053297	17458338	1435048_at	AI854703	-0,0097340964	6,7138467311	-0,2077393216	0,836270851	0,9305681287	-6,5935472445
ENSMUSG00000086945	17451813	1431661_at	4930562A09Rik	-0,0202717458	5,2384419451	-0,20844247	0,8357247861	0,9304490428	-6,5934007725
ENSMUSG00000004270	17462905	1423960_at	Lpcat3	-0,0083447145	8,1039018906	-0,2086148381	0,8355909374	0,930422222	-6,5933647913
ENSMUSG00000004791	17282664	1418471_at	Pgf	-0,012228157	5,2874318359	-0,2097144101	0,8347372049	0,9297744948	-6,593134561
ENSMUSG00000020782	17258341	1423938_at	Llgl2	0,0095496368	5,4560067488	0,2095415206	0,8348714269	0,9297744948	-6,593170841
ENSMUSG00000023341	17327557	1419676_at	Mx2	-0,011637389	4,9175902426	-0,2095053012	0,8348995464	0,9297744948	-6,5931784376
ENSMUSG00000057280	17414385	1450511_at	Musk	-0,0148777285	5,1343759165	-0,209900816	0,834592495	0,9297744948	-6,5930954113
ENSMUSG00000022203	17306524	1416716_at	Efs	-0,0123476069	6,4602651977	-0,2102214189	0,8343436192	0,929647687	-6,5930279957
ENSMUSG00000031179	17535164	1430162_at	3830417A13Rik	0,0148646876	4,0356101424	0,2102370486	0,8343314868	0,929647687	-6,5930247065
ENSMUSG00000031289	17545181	1422177_at	Il13ra2	0,0170886327	4,5835401138	0,2102170509	0,8343470099	0,929647687	-6,5930289149
ENSMUSG00000038702	17226142	1438407_at	Dsel	0,0092497776	8,1472257781	0,2105380518	0,8340978421	0,929647687	-6,5929613141
ENSMUSG00000046456	17485891	1451836_at	Tmem150b	0,0158468769	5,3008647753	0,2107241974	0,8339533598	0,929647687	-6,5929220658
ENSMUSG00000070423	17481144	1446400_at	Olfr558	0,0137891272	4,2135951283	0,2102605904	0,8343132126	0,929647687	-6,5930197517
ENSMUSG00000097536	17320869	1453519_at	2610037D02Rik	-0,0117815791	4,7633252289	-0,2102330408	0,8343345978	0,929647687	-6,5930255499
ENSMUSG00000085823	17431740	1444102_at	Gm13012	-0,0154570548	4,5101173492	-0,211329013	0,8334839544	0,9295413079	-6,5927943032
ENSMUSG00000025488	17497704	1449218_at	Cox8b	-0,0181205129	5,1882960338	-0,2117431597	0,8331625649	0,9295115096	-6,592706607
ENSMUSG00000029131	17435702	1434035_at	Dnajb6	-0,0157763866	5,5718032584	-0,211535282	0,8333238802	0,9295115096	-6,5927506468
ENSMUSG00000057093	17475676	1453649_at	Zfp607b	-0,0122015449	6,5578059898	-0,2115047367	0,8333475844	0,9295115096	-6,5927571143
ENSMUSG00000053747	17530107	1427609_at	Sox14	-0,0142426157	5,5030948055	-0,2119785704	0,8329798924	0,9295059925	-6,5926566821
ENSMUSG00000074272	17487952	1460681_at	Ceacam1	-0,0140346056	4,5026974606	-0,2119350182	0,8330136871	0,9295059925	-6,5926659226
ENSMUSG00000086742	17484460	1440995_at	Gm16201	0,0100522272	4,2000646275	0,2122083521	0,8328015968	0,9295059925	-6,5926078975
ENSMUSG00000032500	17522626	1436532_at	Dclk3	0,0087784141	7,7597293314	0,2127435535	0,8323863498	0,9291729111	-6,5924940653
ENSMUSG00000032434	17522779	1451114_at	Cmtm6	-0,0113999514	7,0452504739	-0,2130842623	0,8321220289	0,9290381578	-6,5924214506
ENSMUSG00000044627	17383848	1433480_at	Swi5	0,0087852941	9,7482497394	0,2130404236	0,8321560377	0,9290381578	-6,5924308004
ENSMUSG00000000182	17463338	1422176_at	Fgf23	-0,0134193331	4,1137885662	-0,2137269263	0,8316235054	0,9290373868	-6,5922841652
ENSMUSG00000030660	17495414	1443655_s_at	Pik3c2a	0,005976334	8,0300226565	0,2136712612	0,8316666828	0,9290373868	-6,5922960726
ENSMUSG00000031163	17539979	1460454_at	Glod5	0,0126268906	3,8161226565	0,2135028309	0,8317973315	0,9290373868	-6,5923320831
ENSMUSG00000032477	17522235	1417131_at	Cdc25a	-0,0147144511	6,1696711408	-0,2133238657	0,831936157	0,9290373868	-6,5923703149
ENSMUSG00000034639	17461335	1429389_at	Setmar	0,0075740273	6,9355423853	0,2133304552	0,8319310454	0,9290373868	-6,5923689078
ENSMUSG00000047324	17292296	1431876_at	4931429P17Rik	0,0174632172	3,9638972665	0,2137576298	0,83159969	0,9290373868	-6,592277596
ENSMUSG00000097471	17497326	1430799_at	5830432E09Rik	0,0161915734	4,1960371086	0,2135110639	0,8317909451	0,9290373868	-6,5923303236
ENSMUSG00000025364	17246213	1423060_at	Pa2g4	0,00870942	8,8528010167	0,2147898759	0,8307991137	0,9287363625	-6,5920561928
ENSMUSG00000097616	17456074	1453434_at	1110019D14Rik	0,0109671087	4,8997222544	0,2146601972	0,8308996783	0,9287363625	-6,5920840656
ENSMUSG00000029370	17449562	1429262_at	Rassf6	-0,0163261352	4,1070737129	-0,2150664698	0,8305846271	0,928703404	-6,5919966862
ENSMUSG00000085559	17246818	1421206_at	Gm11959	0,0203725217	4,4373957876	0,2149807723	0,8306510805	0,928703404	-6,5920151314
ENSMUSG00000011052	17342650	1454277_at	1700049J03Rik	0,0145951096	4,6243111046	0,2152841042	0,8304158703	0,9286854001	-6,5919498105
ENSMUSG00000020270	17261531	1429989_at	Smim23	-0,0139470456	4,4331923068	-0,2161195911	0,8297680966	0,9286854001	-6,5917694175
ENSMUSG00000032854	17410114	1419064_a_at	Ugt8a	-0,0099582351	9,8377198294	-0,2158424795	0,8299829349	0,9286854001	-6,5918293269
ENSMUSG00000034387	17469613	1440642_at	Ssu2	-0,009835865	5,1503916916	-0,2155382257	0,830218831	0,9286854001	-6,591895016
ENSMUSG00000047264	17498602	1451011_at	Zfp358	-0,0118501853	7,3515022125	-0,2157471822	0,8300568198	0,9286854001	-6,5918499118
ENSMUSG00000049122	17414913	1437075_at	Frmd3	-0,0177339167	4,470889579	-0,2159485387	0,8299007081	0,9286854001	-6,5918064068
ENSMUSG00000061759	17231431	1454879_s_at	Armt1	-0,0156737184	5,4665714779	-0,2155504508	0,8302093523	0,9286854001	-6,5918923783
ENSMUSG00000069713	17239634	1430093_at	4933406P04Rik	-0,0143756909	4,227257223	-0,2157629664	0,8300445821	0,9286854001	-6,5918465029
ENSMUSG00000085471	17372979	1454223_at	4933423P22Rik	-0,0164858992	5,4885139795	-0,215608742	0,8301641564	0,9286854001	-6,5918797996
ENSMUSG00000085890	17251721	1442123_at	Tnfsf13os	-0,0177816007	4,633710452	-0,2159070748	0,8299328545	0,9286854001	-6,5918153688
ENSMUSG00000104529	17454789	1434259_at	Rbakdn	0,0153970357	5,1943563522	0,2153402884	0,8303723056	0,9286854001	-6,5919377014
ENSMUSG00000105987	17547865	1445226_at	AI506816	0,0125734254	4,2944774125	0,2160308372	0,8298369041	0,9286854001	-6,5917886137
ENSMUSG00000002372	17338852	1452673_at	Ranbp3	0,0075837209	8,5944249273	0,2173368704	0,8288245232	0,9283754603	-6,591505342
ENSMUSG00000038782	17490187	1432186_at	1700028J19Rik	-0,0147206391	5,1846108482	-0,2174371325	0,8287468164	0,9283754603	-6,5914835252
ENSMUSG00000045216	17211790	1417293_at	Hs6st1	-0,0089125754	8,132304491	-0,2176797057	0,8285588205	0,9283231723	-6,5914307005
ENSMUSG00000028690	17428702	1418915_at	Mmachc	-0,0108267064	6,7354924883	-0,2182823288	0,8280918271	0,9279225933	-6,5912992137
ENSMUSG00000036211	17285855	1450608_at	Hist1h1t	0,0174052049	4,3774231889	0,2184444142	0,8279662323	0,9279045149	-6,5912637863
ENSMUSG00000039963	17258964	1439864_at	Ccdc40	0,0114645737	4,9760910083	0,2186936525	0,8277731141	0,9278107482	-6,5912092584
ENSMUSG00000002393	17510280	1460648_at	Nr2f6	-0,0079973719	7,2533677111	-0,2193192092	0,8272884594	0,9274826529	-6,5910721269
ENSMUSG00000099655	17365382	1440229_at	2310034G01Rik	-0,0122974199	5,3317053381	-0,2192126879	0,8273709828	0,9274826529	-6,5910955056
ENSMUSG00000021809	17297413	1454075_s_at	Nudt13	-0,0097198044	7,3830181235	-0,2196985161	0,8269946215	0,9273557955	-6,5909887867
ENSMUSG00000037716	17527630	1430888_at	Ccdc33	0,0157711938	4,9620522007	0,2196418947	0,8270384828	0,9273557955	-6,5910012365
ENSMUSG00000087029	17392627	1443190_at	Gm14133	0,0179164458	4,3337687042	0,2196411949	0,8270390249	0,9273557955	-6,5910013904
ENSMUSG00000063281	17348957	1417778_at	Zfp35	-0,0086127474	8,044804661	-0,2201577531	0,8266388974	0,9272751003	-6,5908876922
ENSMUSG00000022051	17307923	1416922_a_at	Bnip3l	-0,011388647	6,3794664058	-0,2207401118	0,8261878563	0,9270898615	-6,5907591912
ENSMUSG00000024254	17340099	1420656_at	Abcg8	-0,0186341395	5,669936899	-0,2205121633	0,8263643971	0,9270898615	-6,5908095297
ENSMUSG00000025204	17365134	1458404_at	Ndufb8	0,017406815	4,5016842363	0,2205196806	0,826358575	0,9270898615	-6,5908078705
ENSMUSG00000072423	17300316	1453150_at	Psmb11	0,0150478223	4,2850023108	0,2207197626	0,8262036159	0,9270898615	-6,5907636871
ENSMUSG00000026154	17221786	1418327_at	Sdhaf4	-0,0086677737	8,5216936445	-0,2213228248	0,8257365999	0,9268762126	-6,5906302728
ENSMUSG00000028093	17400759	1448445_at	Acp6	0,009226828	6,8907833293	0,2214695514	0,8256229833	0,9268714117	-6,5905977579
ENSMUSG00000000317	17265164	1418421_at	Bcl6b	-0,0142217975	5,0552752221	-0,2222301116	0,8250341097	0,9263329998	-6,5904288712
ENSMUSG00000039217	17517105	1417932_at	Il18	-0,0076956736	8,8389253427	-0,2225985331	0,824748891	0,9261354284	-6,5903468534
ENSMUSG00000001105	17253688	1451412_a_at	Ift20	-0,0144076737	6,4452207941	-0,2229960784	0,8244411525	0,9259125132	-6,5902582
ENSMUSG00000044526	17346272	1449535_at	Znrf4	0,0117722909	4,3270571859	0,2231177704	0,8243469566	0,9259125132	-6,5902310309
ENSMUSG00000020718	17270962	1450816_at	Polg2	-0,0124906833	5,8972039128	-0,2233612589	0,8241584919	0,9258790486	-6,5901766249
ENSMUSG00000025854	17443901	1417688_at	Fam20c	-0,0094397358	7,6666087346	-0,2233167907	0,8241929103	0,9258790486	-6,5901865655
ENSMUSG00000032537	17530183	1455188_at	Ephb1	-0,008890004	8,2469220775	-0,2233774015	0,8241459976	0,9258790486	-6,5901730159
ENSMUSG00000039660	17383571	1434119_at	Spout1	-0,0097444144	7,3158455379	-0,2237455848	0,8238610376	0,9258743227	-6,5900906292
ENSMUSG00000092066	17283832	1432340_at	1700121N20Rik	-0,0161049184	4,7380499046	-0,2242826536	0,8234454095	0,9255299306	-6,589970209
ENSMUSG00000003665	17341269	1420590_at	Has1	0,0202351087	5,4678990723	0,2245921388	0,8232059275	0,9254285475	-6,5899006861
ENSMUSG00000018924	17265229	1420338_at	Alox15	0,013747975	4,0390511591	0,2247297525	0,8230994464	0,9254285475	-6,5898697418
ENSMUSG00000022098	17308361	1426238_at	Bmp1	-0,0102255005	8,0586005715	-0,2245403001	0,8232460395	0,9254285475	-6,5899123378
ENSMUSG00000107667	17458544	1445247_at	C530044C16Rik	-0,0123554208	4,5560393545	-0,2245790312	0,8232160699	0,9254285475	-6,5899036325
ENSMUSG00000035804	17360301	1422447_at	Ins1	-0,0119828912	5,8957811116	-0,2251854502	0,8227468661	0,925413005	-6,5897671369
ENSMUSG00000040576	17453487	1454234_at	Wbscr28	-0,0155614634	4,9115978249	-0,225122534	0,8227955431	0,925413005	-6,5897813155
ENSMUSG00000032894	17543744	1432116_at	1700031F05Rik	0,0199474691	4,6051366467	0,2258284748	0,8222494107	0,9252516332	-6,5896220007
ENSMUSG00000086191	17268220	1443132_at	Zfp652os	-0,01230716	6,0864083422	-0,2255901577	0,8224337685	0,9252516332	-6,5896758391
ENSMUSG00000087221	17315677	1444682_at	BC037032	0,015938275	5,1030599212	0,2256257124	0,8224062634	0,9252516332	-6,5896678105
ENSMUSG00000029217	17448712	1460204_at	Tec	-0,0123568374	5,5978491023	-0,2261757112	0,821980813	0,925110376	-6,5895434547
ENSMUSG00000048387	17274021	1449350_at	Osr1	0,0181181199	5,0567785411	0,2264607804	0,8217603195	0,9249850257	-6,5894788811
ENSMUSG00000049946	17501317	1442032_at	BC030500	-0,0160095834	6,484133442	-0,2265569676	0,8216859246	0,9249850257	-6,5894570746
ENSMUSG00000006418	17379911	1422959_s_at	Rnf114	-0,0075585082	8,2595734814	-0,2268302549	0,8214745624	0,9249090006	-6,5893950674
ENSMUSG00000034931	17256828	1426629_at	Dhx8	0,0096907633	7,7633280614	0,2268448623	0,8214632653	0,9249090006	-6,5893917509
ENSMUSG00000019834	17232750	1429804_at	Slc22a16	0,0100697114	5,3516022574	0,2271630047	0,8212172296	0,9248649469	-6,5893194678
ENSMUSG00000030745	17482958	1450456_at	Il21r	0,0107719204	4,7979022467	0,2280663847	0,8205186985	0,9242010374	-6,5891136653
ENSMUSG00000020255	17235947	1431005_at	D10Wsu102e	-0,0170390351	6,3788490993	-0,2283444815	0,820303692	0,9241356174	-6,5890501469
ENSMUSG00000026809	17383423	1452904_at	Spaca9	0,0187108762	5,2114047464	0,2286485569	0,8200686165	0,9241356174	-6,5889806065
ENSMUSG00000031411	17544657	1431851_at	Prame	0,012138559	4,1922059379	0,2286647027	0,8200561349	0,9241356174	-6,5889769115
ENSMUSG00000040997	17300251	1416315_at	Abhd4	0,0068191402	9,0797514283	0,2284882639	0,8201925342	0,9241356174	-6,5890172761
ENSMUSG00000048752	17522497	1439739_at	Prss50	-0,0124088093	4,5699686194	-0,2283285393	0,8203160171	0,9241356174	-6,5890537902
ENSMUSG00000066500	17477532	1429697_at	Izumo2	-0,0139049465	4,1321646334	-0,2287067744	0,8200236114	0,9241356174	-6,5889672819
ENSMUSG00000070280	17532078	1440058_at	Slc22a14	-0,015061205	4,3787350529	-0,228282513	0,8203516009	0,9241356174	-6,5890643074
ENSMUSG00000002228	17401345	1453127_at	Ppm1j	0,0181712485	4,7755176448	0,2296189846	0,8193185065	0,9238746204	-6,5887580573
ENSMUSG00000031365	17535535	1418397_at	Zfp275	0,0066204869	8,1207566763	0,2296176778	0,8193195165	0,9238746204	-6,5887583576
ENSMUSG00000053835	17344558	1422160_at	H2-T24	0,0202577219	5,0617957137	0,2295691634	0,8193570126	0,9238746204	-6,5887695057
ENSMUSG00000085819	17421791	1430945_at	Ube4bos1	0,0134652723	4,7200061405	0,2299898502	0,8190318841	0,9238746204	-6,5886727579
ENSMUSG00000001021	17399797	1421856_at	S100a3	0,0204033477	4,2848943233	0,2315446055	0,8178305673	0,9234627461	-6,5883136678
ENSMUSG00000009378	17364139	1434188_at	Slc16a12	-0,0145067438	4,5249278748	-0,2306056968	0,8185559838	0,9234627461	-6,5885308092
ENSMUSG00000028707	17428501	1460277_at	Dmbx1	0,0189984223	5,4238075548	0,2312128775	0,8180868476	0,9234627461	-6,5883904871
ENSMUSG00000032502	17531734	1418957_at	Stac	0,0193027335	5,2999960579	0,2311991253	0,8180974725	0,9234627461	-6,5883936694
ENSMUSG00000045655	17308808	1458500_at	Fam216b	0,022288275	5,4621478339	0,2306689798	0,8185070853	0,9234627461	-6,5885162014
ENSMUSG00000073684	17422510	1438154_x_at	Faap20	0,0171350356	4,7251443508	0,2308350089	0,8183787987	0,9234627461	-6,5884778574
ENSMUSG00000097596	17463302	1441049_at	Gm26673	-0,01010622	5,8113340473	-0,230770617	0,8184285521	0,9234627461	-6,5884927318
ENSMUSG00000097827	17321711	1431847_at	5330439K02Rik	0,0202356516	4,7666948152	0,2310522805	0,8182109258	0,9234627461	-6,5884276376
ENSMUSG00000048782	17482047	1453259_at	Insc	0,0147670395	6,1265093834	0,2320983071	0,8174028435	0,9231446716	-6,5881852006
ENSMUSG00000062743	17333906	1457566_at	Zfp677	0,0142812243	5,0289907276	0,2322729873	0,817267918	0,9231152753	-6,5881446086
ENSMUSG00000008489	17427164	1421881_a_at	Elavl2	0,0074951827	9,3523538814	0,2324779559	0,8171096045	0,9230594506	-6,5880969394
ENSMUSG00000038994	17255314	1448512_at	Hils1	0,0103331828	4,461332229	0,2327547424	0,8168958324	0,9229409532	-6,5880325009
ENSMUSG00000030519	17478889	1427288_at	Apba2	0,0081221911	9,4657771351	0,2335455937	0,8162851073	0,9223738809	-6,587847962
ENSMUSG00000032850	17451902	1435623_at	Rnft2	0,0106445921	7,8859480606	0,2336905505	0,8161731787	0,9223703554	-6,5878140697
ENSMUSG00000034235	17303849	1428731_at	Usp54	-0,0117021513	8,5363910459	-0,23419709	0,8157820837	0,9220512964	-6,5876954712
ENSMUSG00000022551	17312396	1416604_at	Cyc1	-0,0067857398	10,3905129901	-0,2345809766	0,8154857194	0,9219278448	-6,5876054194
ENSMUSG00000030730	17496211	1419312_at	Atp2a1	0,0159881439	5,1484795185	0,2350952042	0,8150887733	0,9219278448	-6,5874845616
ENSMUSG00000031443	17499212	1419321_at	F7	0,0191582896	4,7529519879	0,2348836314	0,8152520861	0,9219278448	-6,5875343191
ENSMUSG00000034777	17460099	1450303_at	Vax2	0,0158397996	4,3248238779	0,2349789454	0,8151785123	0,9219278448	-6,5875119088
ENSMUSG00000050914	17509139	1436538_at	Ankrd37	0,0127648428	6,1306033734	0,2344794403	0,8155641038	0,9219278448	-6,587629252
ENSMUSG00000053310	17525649	1423231_at	Nrgn	-0,0072949879	11,449489727	-0,2345159809	0,8155358948	0,9219278448	-6,5876206764
ENSMUSG00000085081	17272934	1441113_at	Rptoros	-0,0205778384	5,0572910525	-0,235085919	0,8150959403	0,9219278448	-6,5874867463
ENSMUSG00000087264	17386340	1441383_at	Gad1os	-0,0145707311	4,9078816635	-0,2351147817	0,8150736618	0,9219278448	-6,5874799552
ENSMUSG00000041323	17278415	1430781_at	Ak7	-0,0218222677	6,1627154691	-0,2356079313	0,8146930341	0,921926692	-6,5873637937
ENSMUSG00000029500	17450979	1428080_at	Pgam5	-0,00792505	8,7618059723	-0,2372319405	0,8134398935	0,9207299203	-6,5869795412
ENSMUSG00000038508	17510114	1418949_at	Gdf15	0,0219547555	4,9974839333	0,2371192293	0,8135268495	0,9207299203	-6,5870062946
ENSMUSG00000029449	17452552	1434794_at	Rhof	0,0104770281	8,4528899547	0,2376408724	0,8131244252	0,9205202661	-6,5868823699
ENSMUSG00000034311	17536566	1450692_at	Kif4	-0,0113081271	5,3651471142	-0,2377623343	0,8130307301	0,9205202661	-6,5868534757
ENSMUSG00000047554	17495005	1438117_x_at	Tmem41b	-0,0084453121	7,3500373891	-0,2376487859	0,8131183207	0,9205202661	-6,5868804879
ENSMUSG00000102416	17211857	1430235_at	4933424G06Rik	-0,0197343327	4,835872826	-0,2381615243	0,8127228163	0,9204343773	-6,5867584098
ENSMUSG00000025921	17211258	1460632_at	Rdh10	-0,0106424	6,1434127564	-0,2384753988	0,8124807312	0,9202831586	-6,5866835498
ENSMUSG00000026931	17365981	1451001_at	1700019N19Rik	0,0167878165	4,4155324606	0,2392244239	0,811903098	0,9198552976	-6,5865045076
ENSMUSG00000042404	17399702	1427014_at	Dennd4b	0,0069004606	8,2833178339	0,2391059208	0,8119944783	0,9198552976	-6,5865328712
ENSMUSG00000073380	17346226	1429102_at	Arrdc5	-0,0204287209	3,8004205623	-0,2393500765	0,8118062075	0,9198552976	-6,5864744176
ENSMUSG00000027935	17399649	1424894_at	Rab13	-0,0108548766	6,4713570848	-0,2406859344	0,810776314	0,9190978753	-6,5861535447
ENSMUSG00000031865	17459989	1422521_at	Dctn1	0,0074483082	9,868536297	0,2404469455	0,8109605402	0,9190978753	-6,5862110806
ENSMUSG00000039760	17231869	1437665_at	Il22ra2	-0,0170291016	3,7796925652	-0,2406325229	0,8108174857	0,9190978753	-6,5861664083
ENSMUSG00000053268	17439797	1422246_at	Dspp	0,0172736289	3,974441926	0,2403949763	0,8110006025	0,9190978753	-6,5862235845
ENSMUSG00000091896	17349590	1448356_at	Ube2d2a	-0,0072107879	10,3059762225	-0,2406918475	0,810771756	0,9190978753	-6,5861521204
ENSMUSG00000002105	17388104	1423926_at	Slc39a13	0,0081357401	7,4454112108	0,2430091285	0,8089860277	0,9188470901	-6,5855912701
ENSMUSG00000016520	17455281	1460249_at	Lnx2	-0,0097677272	6,664417077	-0,2423512692	0,8094928793	0,9188470901	-6,5857510364
ENSMUSG00000018347	17250909	1418033_s_at	Zkscan6	0,0138998028	5,4884627702	0,2426330667	0,8092757566	0,9188470901	-6,5856826526
ENSMUSG00000029706	17465319	1451598_at	Pax4	0,0188228909	4,7446573137	0,2422756711	0,8095511296	0,9188470901	-6,5857693683
ENSMUSG00000030683	17483194	1423983_at	Sez6l2	-0,0078592264	10,629557323	-0,241438846	0,8101959975	0,9188470901	-6,5859719103
ENSMUSG00000031559	17501122	1431662_at	4930555F03Rik	-0,0206063878	4,7537347486	-0,2418410346	0,8098860493	0,9188470901	-6,5858746533
ENSMUSG00000034459	17358832	1450783_at	Ifit1	-0,0169763955	5,2462718315	-0,2431110931	0,8089074758	0,9188470901	-6,5855664686
ENSMUSG00000039697	17240053	1454809_at	Ncoa7	0,007717612	9,7995551107	0,2422156968	0,8095973421	0,9188470901	-6,5857839075
ENSMUSG00000041117	17474231	1444761_at	Ccdc8	-0,0122077583	5,6590559344	-0,2418740612	0,8098605986	0,9188470901	-6,5858666597
ENSMUSG00000043290	17485993	1438689_at	Zfp784	-0,0159099002	5,8891784363	-0,2413851927	0,8102373479	0,9188470901	-6,5859848725
ENSMUSG00000045045	17361304	1454700_at	Lrfn4	-0,0124764726	6,877746392	-0,2430558222	0,8089500554	0,9188470901	-6,5855799138
ENSMUSG00000055725	17449920	1429216_at	Paqr3	0,014661825	6,6488710727	0,2415139137	0,8101381439	0,9188470901	-6,5859537697
ENSMUSG00000062252	17335357	1429266_at	Lhfpl5	0,0225091415	5,5900413161	0,2424002749	0,8094551197	0,9188470901	-6,5857391499
ENSMUSG00000084135	17247371	1438522_at	Pom121l12	0,0142709808	4,3427627406	0,2414485565	0,8101885137	0,9188470901	-6,585969564
ENSMUSG00000097837	17385371	1444336_at	Gm26794	0,0173521516	4,8199239498	0,2428112244	0,8091384954	0,9188470901	-6,5856393781
ENSMUSG00000027967	17402513	1422839_at	Neurog2	-0,0163720818	4,9951817824	-0,2437519219	0,8084138372	0,9187187454	-6,5854103576
ENSMUSG00000068699	17456627	1449073_at	Flnc	0,0192724345	5,9817066397	0,2436419991	0,8084985066	0,9187187454	-6,5854371648
ENSMUSG00000049537	17449108	1437482_at	Tecrl	0,016678855	3,6697718989	0,244305488	0,8079874815	0,9183842693	-6,5852751745
ENSMUSG00000026245	17224702	1430986_at	Farsb	0,0142825533	5,4409763831	0,2446417978	0,8077284848	0,9182130033	-6,5851928969
ENSMUSG00000042372	17358363	1440707_at	Dmrt3	0,0179735939	4,4063759413	0,2450639625	0,807403401	0,9180788834	-6,5850894553
ENSMUSG00000075217	17387593	1439528_at	4833423E24Rik	-0,0156753153	4,6013409085	-0,2449356533	0,8075022006	0,9180788834	-6,5851209133
ENSMUSG00000034371	17362717	1425300_at	Tkfc	0,0092247553	5,9416870351	0,2452829359	0,8072347961	0,9180211117	-6,5850357308
ENSMUSG00000017176	17269498	1430559_at	Nt5c3b	-0,0208109989	5,1528380561	-0,2455492952	0,8070297175	0,9179110311	-6,5849703159
ENSMUSG00000038843	17363320	1460431_at	Gcnt1	-0,0196271672	4,7156889739	-0,2456706078	0,8069363195	0,9179110311	-6,5849404994
ENSMUSG00000063446	17414045	1439731_at	Plppr1	-0,0212201624	4,6314187687	-0,2458195952	0,8068216188	0,9179110311	-6,5849038607
ENSMUSG00000044375	17347077	1425306_at	BC027072	0,0144911586	4,4798201915	0,246037138	0,806654147	0,917853316	-6,5848503234
ENSMUSG00000032908	17214665	1457867_at	Sgpp2	-0,0087752096	7,8498631648	-0,2462935262	0,8064567825	0,9177519326	-6,5847871655
ENSMUSG00000027868	17400901	1418755_at	Tbx15	-0,0208273046	4,6698427489	-0,2468460632	0,8060314895	0,9173911032	-6,5846508321
ENSMUSG00000041012	17531932	1427964_at	Cmtm8	-0,0213767174	5,6161106884	-0,2471763661	0,8057772804	0,9173375678	-6,5845691873
ENSMUSG00000049792	17284124	1452628_at	Bag5	-0,0076395109	8,3258020352	-0,2470477841	0,8058762377	0,9173375678	-6,5846009833
ENSMUSG00000022831	17325438	1418842_at	Hcls1	0,0125306684	4,8091044294	0,2474355663	0,8055778085	0,9172442018	-6,5845050416
ENSMUSG00000026896	17385797	1426276_at	Ifih1	0,0150254526	5,9764935078	0,2479712528	0,8051656031	0,9168980141	-6,5843722597
ENSMUSG00000003344	17243022	1424054_at	Btbd2	-0,0081395621	8,880315516	-0,2489362632	0,804423178	0,9163624732	-6,5841323375
ENSMUSG00000021804	17305133	1422832_at	Rgr	0,0216725955	4,1090547663	0,2488121265	0,8045186717	0,9163624732	-6,5841632526
ENSMUSG00000024287	17348295	1424642_at	Thoc1	0,0096692421	8,6024666861	0,2487464368	0,8045692056	0,9163624732	-6,5841796059
ENSMUSG00000025091	17360785	1448186_at	Pnliprp2	0,0200870275	4,2193714674	0,2491996403	0,804220582	0,9163624732	-6,5840666949
ENSMUSG00000038168	17329454	1436178_at	P3h2	-0,0192522359	5,8649455548	-0,2487230161	0,8045872229	0,9163624732	-6,5841854353
ENSMUSG00000038246	17286510	1419419_at	Fam50b	0,0215614877	4,0450365916	0,249341273	0,8041116403	0,9163624732	-6,5840313665
ENSMUSG00000029546	17444027	1419633_at	Uncx	0,0185531728	4,2208313323	0,2496564932	0,8038691917	0,9162833317	-6,5839526672
ENSMUSG00000001380	17353765	1417024_at	Hars	-0,0067731693	8,8578009722	-0,2498213329	0,8037424146	0,9162620291	-6,5839114731
ENSMUSG00000031657	17503572	1456597_at	Heatr3	0,0096973312	7,5164189164	0,250510106	0,8032127414	0,9157813596	-6,5837390524
ENSMUSG00000022089	17301722	1417691_at	Bin3	-0,0065798078	7,584549224	-0,2508765827	0,8029309552	0,9155832267	-6,5836471192
ENSMUSG00000019143	17349774	1449371_at	Hars2	0,015424998	5,824330122	0,2514502492	0,8024899125	0,9152034156	-6,583502942
ENSMUSG00000021200	17283516	1428444_at	Asb2	-0,0172201244	5,6438179561	-0,2515131201	0,8024415804	0,9152034156	-6,5834871209
ENSMUSG00000026450	17217383	1453844_at	Chit1	0,0179270114	4,7326374733	0,2520014727	0,8020661853	0,9152034156	-6,5833640957
