Ensembl ID	Mouse Gene 2.1 ST probeset ID	Mouse Genome 430 2.0 probeset ID	MGI Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000037572	17305757	1435114_at	Wdhd1	0,0051056753	6,4249562898	0,114677402	0,909157118	0,9631906598	-6,6085699103
ENSMUSG00000024098	17346774	1450388_s_at	Twsg1	0,0111611984	7,1630460223	0,1158308592	0,9082475337	0,9625221081	-6,6084367496
ENSMUSG00000070332	17258210	1456230_at	Trim80	-0,005059083	4,5745051937	-0,1161301645	0,90801153	0,9623923155	-6,6084019787
ENSMUSG00000022757	17331044	1415887_at	Tfg	0,0034539796	10,0811685422	0,1165359353	0,9076915911	0,9622725385	-6,6083546963
ENSMUSG00000052516	17331481	1458229_at	Robo2	-0,0092332523	6,1077798329	-0,1164174582	0,9077850054	0,9622725385	-6,6083685189
ENSMUSG00000051431	17405471	1420364_at	Gpr87	-0,0077653052	4,1665004985	-0,1168733482	0,9074255623	0,962132144	-6,6083152538
ENSMUSG00000021448	17292547	1450326_at	Shc3	0,0072149601	7,6491461518	0,1171963799	0,9071708821	0,9619824328	-6,6082773856
ENSMUSG00000018900	17262755	1450395_at	Slc22a5	-0,0056938945	5,8286999108	-0,1174925481	0,90693739	0,9618551552	-6,6082425747
ENSMUSG00000013353	17490135	1453610_at	4931406B18Rik	-0,0056927455	4,2225164002	-0,11843206	0,9061967554	0,9615463476	-6,6081315658
ENSMUSG00000021758	17296225	1427242_at	Ddx4	0,0108626148	4,4133475025	0,11964297	0,9052422968	0,9615463476	-6,6079871862
ENSMUSG00000021879	17297923	1446424_at	Dnah12	0,008025501	3,8281679905	0,1180868806	0,906468857	0,9615463476	-6,6081724535
ENSMUSG00000022991	17321221	1418363_at	Lalba	0,0067321155	4,7392228811	0,1183874692	0,9062319053	0,9615463476	-6,6081368544
ENSMUSG00000023918	17345016	1429460_at	Adgrf4	-0,006369768	4,2697196826	-0,1199793784	0,9049771593	0,9615463476	-6,6079468149
ENSMUSG00000024619	17354698	1449582_at	Cdx1	0,0080250576	4,2301800111	0,1189660911	0,9057758063	0,9615463476	-6,6080680729
ENSMUSG00000025329	17432058	1419323_at	Padi1	0,0107046544	4,005397892	0,118297079	0,9063031584	0,9615463476	-6,608147569
ENSMUSG00000029591	17440812	1425753_a_at	Ung	0,008140678	4,6663522442	0,1198427261	0,9050848594	0,9615463476	-6,6079632277
ENSMUSG00000030707	17496376	1455269_a_at	Coro1a	0,0089960086	4,8362140543	0,1183160677	0,9062881898	0,9615463476	-6,6081453188
ENSMUSG00000034974	17235584	1423446_at	Dapk3	0,0069174742	7,9754034664	0,1185976697	0,906066211	0,9615463476	-6,6081119064
ENSMUSG00000035829	17368658	1435473_at	Ppp1r26	-0,0038931132	7,3683054836	-0,1181310788	0,9064340154	0,9615463476	-6,6081672247
ENSMUSG00000062944	17496863	1456331_at	9130023H24Rik	0,0078175107	5,656989671	0,1188019171	0,9059052133	0,9615463476	-6,6080876226
ENSMUSG00000079588	17212301	1428899_at	Tmem182	-0,0104905575	4,1102120002	-0,1180057869	0,906532784	0,9615463476	-6,608182042
ENSMUSG00000097042	17499946	1457302_at	Gm17491	0,0086650502	5,548320157	0,1189524473	0,9057865607	0,9615463476	-6,6080696987
ENSMUSG00000100837	17516391	1457421_at	1700063D05Rik	0,0084488226	4,4623303996	0,1190334426	0,9057227185	0,9615463476	-6,608060045
ENSMUSG00000019763	17238742	1424505_at	Rmnd1	0,0083506302	5,0108517905	0,1202768419	0,904742725	0,9615454961	-6,6079110229
ENSMUSG00000048108	17470074	1443959_at	Tmem72	0,0066444127	4,1251089744	0,1201654257	0,9048305324	0,9615454961	-6,6079244393
ENSMUSG00000029474	17442165	1415791_at	Rnf34	0,0036009264	9,4843850166	0,1207973429	0,9043325329	0,9612572892	-6,607848181
ENSMUSG00000030160	17463542	1436283_at	Tmem52b	0,0139512007	4,219018421	0,1213246516	0,9039170027	0,9609360963	-6,6077842406
ENSMUSG00000025290	17297692	1453362_x_at	Rps24	0,0088913027	5,6120559078	0,1219159774	0,9034510579	0,9607587702	-6,6077122066
ENSMUSG00000028224	17411981	1448746_at	Nbn	0,0048253145	7,5449894821	0,1216978566	0,9036229257	0,9607587702	-6,6077388183
ENSMUSG00000047281	17431049	1448612_at	Sfn	-0,0092493817	5,3058092287	-0,1216801707	0,9036368615	0,9607587702	-6,607740974
ENSMUSG00000033007	17214564	1437091_at	Asic4	0,006688565	6,6060773417	0,1223028351	0,9031462455	0,9605985851	-6,607664891
ENSMUSG00000028337	17425058	1452367_at	Coro2a	0,0046505421	7,0426728185	0,1228729648	0,9026970567	0,9602413037	-6,6075948868
ENSMUSG00000061462	17263223	1443632_at	Obscn	0,0062576892	4,410875696	0,1229839969	0,9026095814	0,9602413037	-6,6075812158
ENSMUSG00000020876	17268338	1424031_at	Snx11	-0,0044597081	7,4493016854	-0,123400903	0,9022811378	0,9600398149	-6,6075297731
ENSMUSG00000024246	17347606	1428726_at	Thumpd2	-0,0069683579	5,804018409	-0,1238335409	0,9019403189	0,9597976504	-6,6074762053
ENSMUSG00000038537	17380089	1422237_at	Mc3r	-0,0082435296	5,5709841219	-0,124341987	0,9015398043	0,9594918921	-6,6074130116
ENSMUSG00000092622	17519290	1429377_at	Khdc3	-0,0061254949	4,8647138924	-0,1243928027	0,9014997771	0,9594918921	-6,6074066816
ENSMUSG00000041406	17229128	1437186_at	BC055324	0,0097403169	4,8718745226	0,1246798013	0,9012737145	0,9594496142	-6,6073708824
ENSMUSG00000086141	17392549	1431566_at	9030622O22Rik	-0,0098811543	5,3044658412	-0,1252412887	0,9008314671	0,9590992649	-6,6073006058
ENSMUSG00000003644	17431101	1416896_at	Rps6ka1	0,0065969332	7,0178696001	0,1254443086	0,9006715692	0,9590848849	-6,6072751179
ENSMUSG00000004937	17243171	1451067_at	Sgta	-0,0032525564	9,7139261137	-0,1254020887	0,9007048211	0,9590848849	-6,6072804217
ENSMUSG00000029138	17436145	1430659_at	4930548H24Rik	0,0103562652	4,0862189598	0,1257322612	0,9004447857	0,9590848849	-6,6072388964
ENSMUSG00000040681	17332447	1422496_at	Hmgn1	-0,0112491998	4,7745158046	-0,125690003	0,9004780666	0,9590848849	-6,6072442173
ENSMUSG00000100157	17439585	1430964_at	2310034O05Rik	0,0085799425	4,1301844782	0,1254694254	0,9006517876	0,9590848849	-6,6072719618
ENSMUSG00000101746	17230252	1440008_at	2310043L19Rik	-0,01040272	4,2093835285	-0,1256315148	0,9005241298	0,9590848849	-6,6072515787
ENSMUSG00000044716	17436810	1434812_s_at	Dok7	0,0093560829	5,5080977329	0,1263786796	0,8999357149	0,9589886933	-6,6071572813
ENSMUSG00000045777	17498086	1455239_at	Ifitm10	0,004678873	7,3421692151	0,1266006912	0,899760885	0,9589229346	-6,6071291542
ENSMUSG00000000794	17399485	1421632_at	Kcnn3	0,0046081747	5,6175266925	0,1276979482	0,8988968895	0,9589073551	-6,6069894161
ENSMUSG00000018678	17268416	1426237_at	Sp2	0,008366726	6,3461233879	0,1276957854	0,8988985924	0,9589073551	-6,6069896927
ENSMUSG00000024740	17357529	1415735_at	Ddb1	0,004765599	9,7853456318	0,1269000106	0,8995251845	0,9589073551	-6,6070911548
ENSMUSG00000024818	17356563	1426883_at	Slc25a45	-0,0052176509	6,4860959235	-0,1284171188	0,8983306714	0,9589073551	-6,6068971743
ENSMUSG00000027852	17401117	1454060_a_at	Nras	-0,0068971839	8,1484928727	-0,1290048424	0,8978679838	0,9589073551	-6,6068214077
ENSMUSG00000032680	17377709	1441306_at	6820408C15Rik	-0,0049935305	5,7252437161	-0,1270804645	0,8993830896	0,9589073551	-6,6070682023
ENSMUSG00000034684	17531001	1420508_at	Sema3f	0,010023331	5,7701735701	0,127132658	0,8993419915	0,9589073551	-6,6070615576
ENSMUSG00000036966	17322128	1452323_at	Spryd3	-0,0039688833	9,242074556	-0,127931192	0,8987132459	0,9589073551	-6,6069595566
ENSMUSG00000038203	17466894	1422336_at	Hoxa13	0,0066715186	4,4462391542	0,1272688004	0,8992347919	0,9589073551	-6,6070442125
ENSMUSG00000038742	17524515	1424785_at	Angptl6	-0,0045069654	7,1327821366	-0,127375459	0,8991508092	0,9589073551	-6,6070306108
ENSMUSG00000040466	17475580	1451386_at	Blvrb	0,0084649112	6,4309416759	0,1275498925	0,8990134634	0,9589073551	-6,6070083416
ENSMUSG00000042784	17399374	1449199_at	Muc1	0,0087326937	4,4368065403	0,1278815721	0,8987523135	0,9589073551	-6,6069659134
ENSMUSG00000046886	17350576	1451059_at	Zfp474	0,0114161573	4,531056323	0,1281912437	0,8985085018	0,9589073551	-6,6069262011
ENSMUSG00000050555	17525418	1431315_at	Hyls1	0,0104936836	5,0895213667	0,1275012156	0,8990517904	0,9589073551	-6,6070145591
ENSMUSG00000066383	17521252	1430002_at	Iqcf1	-0,0095560229	3,6613305822	-0,1269839991	0,899459049	0,9589073551	-6,6070804761
ENSMUSG00000085735	17371520	1432524_at	Mettl5os	-0,0110963721	4,8410936116	-0,1267629048	0,899633148	0,9589073551	-6,6071085719
ENSMUSG00000092519	17336082	1437038_x_at	Actl9	-0,009769363	4,5764322783	-0,1281673224	0,8985273353	0,9589073551	-6,6069292722
ENSMUSG00000027977	17410067	1453777_a_at	Ndst3	0,0084955346	5,6157320994	0,1299913259	0,8970914517	0,9582465015	-6,6066934576
ENSMUSG00000002345	17501818	1429079_a_at	Borcs8	0,0111578598	5,6901412854	0,1301857176	0,8969384438	0,9582038045	-6,6066681295
ENSMUSG00000023966	17345306	1424763_at	Rsph9	0,0081804438	7,2219599941	0,130767564	0,89648049	0,9581438625	-6,6065920923
ENSMUSG00000024064	17347139	1453630_at	Galnt14	-0,0076756209	5,2625169342	-0,1304334878	0,8967434271	0,9581438625	-6,6066357917
ENSMUSG00000026659	17229578	1420636_a_at	Dusp12	-0,0067736758	6,2354786418	-0,1304006083	0,8967693057	0,9581438625	-6,6066400865
ENSMUSG00000048924	17289497	1430835_at	Ccdc125	-0,0086048479	3,9992504084	-0,1304741883	0,8967113928	0,9581438625	-6,6066304738
ENSMUSG00000087385	17429430	1439499_at	Frg2f1	0,0076029278	5,7551378558	0,1304018541	0,8967683252	0,9581438625	-6,6066399238
ENSMUSG00000025405	17245895	1422001_at	Inhbc	-0,0106661261	4,8728929063	-0,1317754421	0,8956873036	0,9577133036	-6,6064595783
ENSMUSG00000030472	17477169	1430927_at	Ceacam18	0,0077750448	4,7111330008	0,1316594165	0,8957786087	0,9577133036	-6,6064748849
ENSMUSG00000031891	17504829	1416761_at	Hsd11b2	0,0098536574	4,2893592589	0,1316304073	0,8958014374	0,9577133036	-6,6064787098
ENSMUSG00000032673	17261266	1460456_at	Prorsd1	0,0084520209	5,7307473567	0,131911177	0,8955804903	0,9577133036	-6,6064416544
ENSMUSG00000018845	17254128	1436939_at	Unc45b	-0,0107815884	4,3014282574	-0,1328556627	0,8948373038	0,9573708424	-6,6063164241
ENSMUSG00000022890	17331656	1416143_at	Atp5j	-0,0034107592	10,5557159021	-0,1327382639	0,8949296761	0,9573708424	-6,6063320387
ENSMUSG00000023873	17333169	1449541_x_at	1700010I14Rik	0,0103337542	4,2350451228	0,1330368184	0,8946947688	0,9573708424	-6,6062923024
ENSMUSG00000052270	17333731	1422953_at	Fpr2	-0,010115203	4,243186948	-0,1326115685	0,8950293649	0,9573708424	-6,6063488743
ENSMUSG00000029541	17443985	1441341_at	Cyp2w1	0,0092466619	3,8566379047	0,1333691626	0,8944332866	0,9572163831	-6,6062479639
ENSMUSG00000044502	17547933	1428293_at	Bod1	-0,0060669074	9,7333847645	-0,1339083345	0,8940091012	0,9568832261	-6,6061757971
ENSMUSG00000021943	17298731	1424007_at	Gdf10	-0,0063742237	7,2188090667	-0,1341279078	0,8938363641	0,9568191512	-6,6061463244
ENSMUSG00000002475	17352680	1417946_at	Abhd3	-0,0052822303	9,3179270175	-0,1354040497	0,8928325335	0,9565718004	-6,6059740763
ENSMUSG00000025213	17359816	1436528_at	Kazald1	-0,0089314323	5,7725613729	-0,1349691444	0,8931746162	0,9565718004	-6,606032961
ENSMUSG00000027744	17397540	1441036_at	Stoml3	-0,0117379649	5,022101307	-0,134650627	0,8934251648	0,9565718004	-6,6060759671
ENSMUSG00000039263	17380291	1434507_at	Npepl1	0,0049313274	7,3137536551	0,1347129336	0,893376153	0,9565718004	-6,6060675625
ENSMUSG00000042249	17451297	1439178_at	Grk3	0,0066284477	7,843419026	0,1348873414	0,8932389621	0,9565718004	-6,6060440157
ENSMUSG00000045382	17226593	1448710_at	Cxcr4	0,0114162223	4,6311571356	0,135223163	0,8929748107	0,9565718004	-6,6059985908
ENSMUSG00000062908	17411323	1415984_at	Acadm	-0,0046996244	9,149577567	-0,1345650885	0,893492452	0,9565718004	-6,6060874992
ENSMUSG00000066382	17521256	1429706_at	Iqcf5	-0,0089821682	3,6884016878	-0,1354933403	0,8927623029	0,9565718004	-6,6059619633
ENSMUSG00000039834	17394318	1453039_at	Zfp335	-0,0058252768	7,4123631168	-0,1361816384	0,8922209582	0,9561766199	-6,6058683217
ENSMUSG00000051297	17327231	1432515_at	2410124H12Rik	-0,010778776	4,249055372	-0,1364117786	0,8920399651	0,9561035256	-6,6058369058
ENSMUSG00000042540	17277161	1425257_at	Acot5	0,0086560534	4,1681371235	0,1369972986	0,8915795106	0,9557308436	-6,6057567389
ENSMUSG00000013846	17317675	1418946_at	St3gal1	-0,0089900221	5,1499258877	-0,1380979006	0,8907140963	0,9555183984	-6,6056051205
ENSMUSG00000026087	17211998	1423857_at	Mrpl30	0,0060399776	9,0369716447	0,1376180013	0,8910914294	0,9555183984	-6,6056713803
ENSMUSG00000029452	17441924	1425318_a_at	Tmem116	0,0083584137	4,1133797494	0,1373926756	0,8912686064	0,9555183984	-6,6057024115
ENSMUSG00000078648	17320854	1452642_at	Gm17546	-0,0083573233	4,0520948615	-0,1373941411	0,891267454	0,9555183984	-6,6057022098
ENSMUSG00000085641	17283863	1431574_at	4930465M20Rik	0,0109016253	3,9960127817	0,1377412687	0,8909945049	0,9555183984	-6,6056543827
ENSMUSG00000086296	17521130	1458890_at	D030055H07Rik	0,0089974953	3,9840819545	0,1377288499	0,8910042697	0,9555183984	-6,6056560959
ENSMUSG00000109089	17498947	1430319_at	4833411C07Rik	0,0082299811	4,0929046585	0,1377077791	0,8910208375	0,9555183984	-6,6056590022
ENSMUSG00000020273	17261122	1427241_at	Papolg	0,0054368135	8,0060951047	0,1385135228	0,8903873233	0,9555152602	-6,6055475493
ENSMUSG00000063410	17309544	1426247_at	Stk24	-0,0060024287	7,9297784568	-0,1383999068	0,8904766492	0,9555152602	-6,6055633044
ENSMUSG00000094311	17240235	1440276_at	Rfpl4b	-0,0052605648	4,4494067915	-0,1384084223	0,8904699542	0,9555152602	-6,605562124
ENSMUSG00000004366	17329423	1417954_at	Sst	-0,0043949418	11,15619578	-0,1390214727	0,8899879858	0,9553536983	-6,6054769543
ENSMUSG00000038080	17287041	1433649_at	Kdm1b	0,0056798279	6,2768258274	0,1391266962	0,8899052653	0,9553536983	-6,605462298
ENSMUSG00000009070	17241810	1431601_at	Rsph14	0,0089003339	4,405400465	0,1393927804	0,8896960912	0,9553120143	-6,6054251865
ENSMUSG00000020890	17264538	1422193_at	Gucy2e	0,0078831838	3,8486132489	0,1398248917	0,8893564167	0,9553120143	-6,6053647677
ENSMUSG00000022756	17328742	1426069_s_at	Slc7a4	-0,0046518314	9,0413459865	-0,1395157477	0,8895994268	0,9553120143	-6,6054080119
ENSMUSG00000027048	17386177	1449817_at	Abcb11	-0,0092721075	4,1731757827	-0,1404782707	0,8888428476	0,9553120143	-6,6052730559
ENSMUSG00000029196	17447446	1434569_at	Tada2b	0,0040577177	8,4041368906	0,1406680888	0,8886936557	0,9553120143	-6,6052463319
ENSMUSG00000030822	17483303	1460349_at	Prr14	-0,0055053025	7,3101726073	-0,1397355291	0,8894266612	0,9553120143	-6,6053772779
ENSMUSG00000031105	17534621	1417154_at	Slc25a14	-0,0044583568	9,1848285316	-0,140215368	0,8890494886	0,9553120143	-6,6053100097
ENSMUSG00000039977	17524211	1456555_at	Deup1	-0,0101112845	4,4420068691	-0,1396010641	0,8895323607	0,9553120143	-6,6053960871
ENSMUSG00000047822	17515335	1427422_at	Angptl8	-0,0090650289	4,2815096062	-0,1393575772	0,8897237647	0,9553120143	-6,6054301004
ENSMUSG00000070371	17496815	1429164_at	Prss36	-0,0088975424	6,4998103506	-0,1397059535	0,8894499096	0,9553120143	-6,6053814165
ENSMUSG00000097869	17244702	1446218_at	C230021G24Rik	-0,0099285485	4,70770806	-0,1397794899	0,8893921052	0,9553120143	-6,6053711246
ENSMUSG00000046160	17327035	1416149_at	Olig1	0,0042953489	10,3384095032	0,1409936515	0,8884377817	0,9552621862	-6,6052004128
ENSMUSG00000015305	17239113	1448005_at	Sash1	-0,0065857663	9,6431525111	-0,1412858566	0,8882081352	0,9551364153	-6,6051591084
ENSMUSG00000020612	17257874	1452032_at	Prkar1a	0,0052536316	11,2558966462	0,1423563122	0,8873669373	0,9546541298	-6,605007065
ENSMUSG00000028383	17414456	1426857_a_at	Hsdl2	0,00694741	7,5763912558	0,1420321196	0,8876216844	0,9546541298	-6,6050532331
ENSMUSG00000031397	17535736	1420064_s_at	Tktl1	0,0105401273	3,9176304791	0,1421539362	0,8875259608	0,9546541298	-6,6050358976
ENSMUSG00000049641	17233262	1436361_at	Vgll2	0,0082932052	4,4134219389	0,1419998688	0,8876470273	0,9546541298	-6,6050578202
ENSMUSG00000036863	17403463	1437424_at	Syde2	0,0138523458	5,9649687347	0,1425752466	0,8871949078	0,9546523526	-6,6049758272
ENSMUSG00000028009	17409804	1430405_at	1700061I17Rik	0,0108464799	4,149909921	0,1427558212	0,887053024	0,9546208562	-6,6049500265
ENSMUSG00000036743	17348638	1427170_at	Psma8	-0,0114481117	3,8637270081	-0,142786774	0,8870287036	0,9546208562	-6,6049456006
ENSMUSG00000024963	17362207	1417934_at	Dnajc4	-0,0041456898	7,9910384424	-0,1431717156	0,8867262552	0,9545115512	-6,6048904789
ENSMUSG00000035173	17365863	1436073_at	Ccdc186	0,0056036281	8,5076439608	0,1444456609	0,8857254385	0,9535553139	-6,6047069988
ENSMUSG00000067724	17446213	1456760_at	Gbx1	-0,0111679879	4,4141109671	-0,1444609653	0,8857134164	0,9535553139	-6,6047047847
ENSMUSG00000021337	17291260	1451534_at	Scgn	-0,0145452531	5,6897440467	-0,144740729	0,8854936584	0,9535479856	-6,60466427
ENSMUSG00000028989	17432976	1451478_at	Angptl7	0,0102052414	5,6800461114	0,1448801431	0,8853841502	0,9535479856	-6,6046440511
ENSMUSG00000020743	17271968	1451523_a_at	Mif4gd	-0,0071409661	4,687712017	-0,1451210517	0,8851949247	0,9534685357	-6,6046090669
ENSMUSG00000001281	17322163	1418741_at	Itgb7	0,0102512643	5,4833248706	0,1456931885	0,8847455575	0,9533360191	-6,6045257497
ENSMUSG00000031264	17544491	1422755_at	Btk	0,0127050093	4,9628109511	0,1454208718	0,8849594354	0,9533360191	-6,6045654466
ENSMUSG00000099094	17519568	1456990_at	Gm19569	-0,0157479955	3,8208612756	-0,1454343581	0,8849488431	0,9533360191	-6,6045634824
ENSMUSG00000101581	17520582	1440510_at	C430002N11Rik	0,0095725633	4,7824105617	0,1457258647	0,8847198941	0,9533360191	-6,6045209814
ENSMUSG00000063802	17485880	1416894_at	Hspbp1	-0,0037956809	8,9033775566	-0,1462073094	0,8843417896	0,9531551622	-6,6044506017
ENSMUSG00000034163	17237361	1454975_at	Zfc3h1	-0,0077667607	8,5113154261	-0,1464052955	0,8841863083	0,953108766	-6,6044215919
ENSMUSG00000038764	17425566	1455450_at	Ptpn3	0,00554974	8,9487568847	0,1469748287	0,8837390715	0,95274782	-6,6043379227
ENSMUSG00000000743	17513871	1451098_at	Chmp1a	0,0061101571	8,7654372582	0,1479484866	0,8829745765	0,9520447068	-6,6041941326
ENSMUSG00000026784	17367555	1431893_a_at	Pdss1	-0,0149420751	4,7346920052	-0,1480460871	0,8828979488	0,9520447068	-6,6041796666
ENSMUSG00000028963	17421999	1421799_at	Uts2	0,0081514632	4,0079552746	0,1482074519	0,8827712614	0,9520447068	-6,6041557288
ENSMUSG00000031959	17513104	1456638_at	Wdr59	0,0050103052	7,2774109068	0,1480434322	0,8829000333	0,9520447068	-6,6041800602
ENSMUSG00000074797	17376378	1416448_at	Itpa	-0,0046117884	8,2623370953	-0,1484226731	0,8826022962	0,9520447068	-6,6041237611
ENSMUSG00000079277	17372080	1421537_at	Hoxd3	-0,0115212286	4,1734001009	-0,1481745526	0,8827970904	0,9520447068	-6,6041606114
ENSMUSG00000017802	17269769	1431926_a_at	Retreg3	-0,0082272176	7,8811723255	-0,1489021264	0,882225908	0,9519639794	-6,6040523792
ENSMUSG00000111080	17240043	1455014_at		-0,0063010371	9,2540603201	-0,1492663713	0,881939981	0,9517766033	-6,603997996
ENSMUSG00000051934	17314738	1460677_at	Spats2	0,0079288687	8,409620446	0,1495158445	0,8817441572	0,9516864299	-6,6039606721
ENSMUSG00000027857	17408585	1450371_at	Tshb	-0,012163951	5,2704294123	-0,1498013288	0,8815200757	0,9516858064	-6,6039178841
ENSMUSG00000031862	17501692	1417475_at	Atp13a1	0,0065576137	8,3610976381	0,1496596092	0,8816313126	0,9516858064	-6,603939135
ENSMUSG00000026924	17383013	1426814_at	Sec16a	-0,0059587119	8,3649541681	-0,1506935951	0,8808197837	0,9512155134	-6,6037836267
ENSMUSG00000029388	17452873	1460730_at	Eif2b1	-0,0060753703	8,0279132064	-0,1505141964	0,8809605764	0,9512155134	-6,6038106845
ENSMUSG00000061524	17302878	1421301_at	Zic2	0,0097023269	5,4306594404	0,15050064	0,8809712157	0,9512155134	-6,6038127278
ENSMUSG00000084234	17478431	1437427_at	4933405O20Rik	0,0087867582	4,759778087	0,1505814249	0,8809078148	0,9512155134	-6,6038005485
ENSMUSG00000049775	17546093	1415906_at	Tmsb4x	0,0047697989	11,9758263656	0,1511299428	0,8804773527	0,9511668815	-6,6037176805
ENSMUSG00000006360	17279509	1416326_at	Crip1	0,0085607259	7,047240628	0,1514466102	0,8802288572	0,9510196307	-6,6036697024
ENSMUSG00000035342	17359796	1426409_at	Lzts2	0,0048026689	7,768902449	0,1515989516	0,880109316	0,9510116854	-6,6036465856
ENSMUSG00000006288	17305967	1424508_at	Ttc5	-0,0067964278	7,7287214603	-0,1520755951	0,8797353156	0,9507497616	-6,6035741079
ENSMUSG00000025287	17539064	1449968_s_at	Acot9	-0,006781323	7,6667545804	-0,1520508089	0,8797547635	0,9507497616	-6,6035778824
ENSMUSG00000042814	17377774	1451058_at	Mcts2	0,0060620762	7,9858044937	0,1527403864	0,8792137304	0,9504073951	-6,6034726412
ENSMUSG00000032077	17516938	1460355_at	Bud13	-0,0057221243	6,6894167965	-0,1532402399	0,8788215884	0,9501046556	-6,6033960576
ENSMUSG00000040666	17327502	1422644_at	Sh3bgr	0,0097787909	5,0118098099	0,1535486581	0,8785796454	0,9499642416	-6,6033486795
ENSMUSG00000003435	17488406	1424255_at	Supt5	-0,0048644548	9,9124913357	-0,154824706	0,8775787558	0,9498781069	-6,6031516461
ENSMUSG00000006469	17382432	1439519_at	Slc34a3	-0,0108706722	4,2996134172	-0,1537930592	0,8783879297	0,9498781069	-6,6033110678
ENSMUSG00000020229	17234477	1421637_at	Slc5a4a	-0,0105568741	4,1309426835	-0,1540039007	0,8782225452	0,9498781069	-6,6032785728
ENSMUSG00000024497	17350134	1422353_at	Pou4f3	0,012519439	3,6774972483	0,1547389517	0,8776460122	0,9498781069	-6,6031649384
ENSMUSG00000025737	17334790	1455212_at	Wdr24	0,0051075257	7,3344882479	0,1539078262	0,8782979056	0,9498781069	-6,6032933854
ENSMUSG00000026989	17371011	1453568_at	Dapl1	-0,0121417728	4,4220790917	-0,1543028619	0,8779880487	0,9498781069	-6,6032324205
ENSMUSG00000030677	17496568	1437716_x_at	Kif22	-0,0082459646	4,6293285431	-0,1548999226	0,8775197646	0,9498781069	-6,6031399812
ENSMUSG00000031727	17505345	1420737_at	Pmfbp1	-0,0090872175	4,831685953	-0,1544432172	0,8778779619	0,9498781069	-6,6032107222
ENSMUSG00000041556	17421588	1427004_at	Fbxo2	0,0054653456	9,9070741666	0,1543518005	0,8779496637	0,9498781069	-6,603224857
ENSMUSG00000092183	17451605	1438869_at	4930515G01Rik	-0,0125199113	4,6553727698	-0,1549594001	0,8774731179	0,9498781069	-6,6031307531
ENSMUSG00000095956	17518102	1431918_at	1700036A12Rik	0,0092381412	6,5245957307	0,1540968666	0,8781496242	0,9498781069	-6,6032642307
ENSMUSG00000028441	17424249	1429471_at	1110017D15Rik	0,0099444299	5,690996237	0,1563679012	0,8763685941	0,9490284663	-6,6029111865
ENSMUSG00000042279	17462044	1416518_at	H1foo	-0,0107888118	4,3865764945	-0,1563651536	0,8763707484	0,9490284663	-6,6029116168
ENSMUSG00000029177	17435825	1450842_a_at	Cenpa	-0,0076419804	5,0460545452	-0,1566594747	0,8761399777	0,9490210313	-6,6028654861
ENSMUSG00000021114	17282104	1438993_a_at	Atp6v1d	0,0032432878	11,2055157052	0,1568187517	0,8760150967	0,9490070255	-6,6028404856
ENSMUSG00000042357	17430227	1449204_at	Gjb5	0,0115305576	4,0710016783	0,1570548308	0,8758300048	0,94892778	-6,6028033833
ENSMUSG00000040966	17333292	1419117_at	Slc22a2	-0,0091645401	4,6970251752	-0,1576881822	0,8753334761	0,9486294124	-6,6027035701
ENSMUSG00000054766	17547931	1421819_a_at	Set	0,0060052315	9,1872422793	0,1576822749	0,875338107	0,9486294124	-6,6027045029
ENSMUSG00000097204	17407998	1435294_at	Gm17690	0,0096202005	4,466880484	0,1575488364	0,8754427148	0,9486294124	-6,6027255648
ENSMUSG00000003153	17470597	1427770_a_at	Slc2a3	0,0214913114	7,6184793125	0,1579890643	0,8750976112	0,9486192392	-6,6026560119
ENSMUSG00000057715	17211174	1438213_at	A830018L16Rik	-0,0050314374	8,2011864526	-0,1583702108	0,8747988425	0,9484166502	-6,6025956369
ENSMUSG00000034837	17530990	1460212_at	Gnat1	0,0114608018	3,826615614	0,1588377768	0,8744323574	0,9481405851	-6,6025213741
ENSMUSG00000039981	17231591	1458504_at	Zc3h12d	-0,0087218158	3,8847839767	-0,1591428256	0,8741932706	0,948002604	-6,6024728059
ENSMUSG00000004383	17510586	1417435_at	Large1	-0,0047392641	10,6715481928	-0,1593388509	0,874039639	0,9479572697	-6,6024415466
ENSMUSG00000035203	17473495	1427039_at	Epn1	-0,0040199378	9,5484364078	-0,1593876719	0,8740013771	0,9479572697	-6,6024337554
ENSMUSG00000101810	17326747	1432564_at	1700066C05Rik	0,0117761024	4,1410963647	0,1594597	0,8739449279	0,9479572697	-6,6024222562
ENSMUSG00000032473	17530094	1449428_at	Cldn18	0,0085329399	3,9117219908	0,1598341207	0,8736515011	0,9479286864	-6,602362397
ENSMUSG00000070002	17501962	1460643_at	Ell	0,0056214018	7,02158759	0,1598005442	0,8736778137	0,9479286864	-6,6023677706
ENSMUSG00000063661	17322014	1436557_at	Krt73	-0,0093355731	5,9129098366	-0,1608044586	0,8728911481	0,9473176626	-6,6022066148
ENSMUSG00000097167	17400275	1453682_at	Gm16740	0,0075367929	6,206209686	0,160839447	0,8728637336	0,9473176626	-6,6022009801
ENSMUSG00000025380	17259314	1440605_at	Fscn2	-0,0114994388	4,1437654123	-0,1612591934	0,8725348612	0,9471735201	-6,6021332857
ENSMUSG00000047735	17464534	1460603_at	Samd9l	0,0093706278	5,6796664068	0,1613992881	0,8724251017	0,9471735201	-6,6021106527
