	S3RS2	WTRS2	logFC	logCPM	F	PValue	FDR	check	gene
101187	689	693.8	-0.00720679538951612	4.30344767741486	0.018582646082126	0.892446175349243	0.991451043142312	101187	Parp11
101197	940.2	978.4	-0.0628353461875382	4.30985990133579	1.31942669210475	0.259431592674766	0.844312532534976	101197	Zfp956
101206	1693.4	1671.2	0.0260111925781518	4.99891716988233	0.515322071318101	0.478188869711482	0.921162125208003	101206	Tada3
101214	4654.6	4438.6	0.0637265686047996	6.38196462945731	2.03618808749412	0.163846521781376	0.774459450435517	101214	Tra2a
101240	1550.4	1548	0.0010167910248295	4.80674998104112	0.000681995571633221	0.979332017254955	0.999793708426007	101240	Wdr91
101314	4411.2	4536.8	-0.0393644220274807	7.34973894191308	1.61586930893106	0.213071036351332	0.814104367517462	101314	Brk1
101351	1513.4	1474.6	0.0317349403141623	4.99384995163746	0.466568747014913	0.499614652267107	0.927310862606922	101351	Eogt
101358	830	809.2	0.0249110726187741	4.72935081247294	0.229788692790456	0.635025995141638	0.949543890977249	101358	Fbxl14
101359	110.8	127.2	-0.226917835197903	1.3222552416107	3.58074094946095	0.0677711458973533	0.655932685921894	101359	Prrt4
101401	99.8	89.6	0.159874761775965	1.06070508081907	1.1709656339681	0.287501673470677	0.856947718889052	101401	Adamts9
101437	826.2	778.8	0.0823905639452084	4.92813861245552	3.81591761038303	0.0597916995458216	0.635396396566484	101437	Dhx32
101471	4752	4642.2	0.031343012566089	6.11659777594928	0.85484883411854	0.362285438794594	0.890209550873337	101471	Phrf1
101476	4254.2	4338.4	-0.0291997114044549	6.78971609871741	1.08790831449322	0.304955596257227	0.87124590251399	101476	Plekha1
101488	813.2	785.6	0.044871582356284	4.38902640000006	0.685515206877778	0.413987076906588	0.908147355149305	101488	Slco2b1
101489	1619.6	1698.2	-0.0691326182766905	5.94952856926416	5.18261372953169	0.02982988358497	0.533258406250503	101489	Ric8a
101490	3336.4	3327	0.00695538529651047	6.61836770647585	0.0519347260531394	0.821218241062968	0.980557176801247	101490	Inpp5f
101497	799.6	768.2	0.0600438269106074	2.82510914126553	0.91265785048745	0.346759342460575	0.885547445209136	101497	Plekhg2
101502	142.8	136.2	0.0609105890997075	3.0737201008279	0.583860938502363	0.450547394346632	0.918133625903898	101502	Hsd3b7
101513	701	705.4	-0.00737148436001154	4.53364648000578	0.0327512035562057	0.857560146943551	0.985741977576962	101513	Mob2
101540	367.4	312.6	0.230388331559005	2.42168801009786	4.47926377743115	0.0423912407715102	0.587292383581043	101540	Prkd2
101543	270.2	278.2	-0.0307186138066035	2.16855541213851	0.0899322385019052	0.766253663582209	0.970158374011652	101543	Wtip
101544	258.2	241.6	0.0986986388779377	3.1446187778255	1.85437696932036	0.183034692534172	0.795455249039473	101544	Zfp575
101565	1524	1611.8	-0.0861787155059432	6.15399701454546	5.5593809793265	0.0248329757649128	0.51425479179404	101565	Ccp110
101568	593.8	581	0.0307362105000498	4.28959812494411	0.581995587791113	0.542477663087898	0.933372463119872	101568	Vrk3
101592	625.2	589.4	0.0834962147577284	4.09795778049263	2.59986200189441	0.116951225064715	0.731541078546496	101592	Efl1
101602	40.2	37.4	0.148012783500818	0.477153336763265	0.994164564292226	0.326402663923806	0.878599272330356	101602	AI467606
101604	184	176.2	0.0672293279891044	2.61931592957062	0.761018430328025	0.389678970459357	0.897712311913779	101604	E430018J23Rik
101612	405.8	440.8	-0.121871335530432	3.77400594814588	5.60643621888359	0.0242762466451106	0.512170531791356	101612	Grwd1
101613	63.8	65.2	-0.0206010325279799	0.709907153872303	0.0141121052180928	0.906205378068938	0.994322420746147	101613	Nlrp6
101631	212.2	220.8	-0.0583373007806935	3.22436033319645	0.389391309691061	0.537523237036452	0.933372463119872	101631	Pwwp2b
101685	1035.6	1008.4	0.036750995867529	4.51301162901869	0.649839428775218	0.426276345056323	0.911876567531199	101685	Spty2d1
101694	1629.4	1699.2	-0.0572229433291699	5.19967724198564	1.85625643801295	0.182819237191976	0.795455249039473	101694	Mir9-3hg
101700	156.6	163.4	-0.0544411371951237	2.96062678669386	0.552335386143315	0.462928813816319	0.919601962679244	101700	Trim68
101706	4739.2	4668.6	0.0199386443442134	7.05282375716241	0.378067441603341	0.543101273093432	0.933372463119872	101706	Numa1
101739	4115	4047.4	0.0273794568240985	6.99046883893595	0.630312115110072	0.433242273079904	0.913876012439192	101739	Psip1
101772	243.6	256.6	-0.100760571733971	1.80355691641039	1.00698781685374	0.323350641147208	0.878023654769425	101772	Ano1
101809	6757.4	6277	0.107095176561673	6.54825392628754	6.42559802638476	0.016499422979102	0.449718961344549	101809	Spred3
101831	260.6	235.8	0.14954259026006	2.31885282844785	2.29344955576977	0.139993931743417	0.755541377924169	101831	Faap24
101835	107.8	126.6	-0.209380110390124	1.45842133459985	5.14894907057549	0.0792421645890381	0.681290701480457	101835	AW146154
101861	798.2	804.2	-0.00520347546409974	4.87164041471125	0.0155408284086595	0.901590779396761	0.993573965556458	101861	Ints4
101867	380.4	352.8	0.118998473549207	3.08551241679468	2.60803658777127	0.116399662552062	0.731541078546496	101867	Rrp8
101869	1126.6	1109.4	0.023365956503069	5.10503859205208	0.173817905066932	0.679736839619463	0.959492876414748	101869	Unc45a
101883	175	157.6	0.119356633679698	2.81309244117833	1.81538134286962	0.187575029490747	0.798736795672259	101883	Igflr1
101943	4036.4	4092.6	-0.0188679792452585	6.67218843066775	0.257284856319143	0.61556090431786	0.945669008995895	101943	Sf3b3
101966	952.4	966.6	-0.0229227337465631	5.31845447423484	0.416402310245478	0.523458456227093	0.931530385438354	101966	D8Ertd738e
101985	312.6	314.8	0.00245603203881036	3.07741814179314	0.000908442696887697	0.976147210942239	0.999793708426007	101985	Usb1
101994	1948.8	1867.4	0.0622637496027232	5.41759651306663	2.62363778802811	0.115355324332302	0.729208646400662	101994	Champ1
102032	336	352.4	-0.0607460223485338	4.05197152056655	1.39499796583288	0.246494567584749	0.835845149432435	102032	Smim19
102058	1093.8	1026.8	0.0823134659919419	4.94109990759879	3.14540032993833	0.0859105357416864	0.691818453097636	102058	Exoc8
102060	752.8	723.4	0.0577330131790461	4.57922974029253	1.27648440447843	0.267171296052733	0.845479460951914	102060	Gadd45gip1
102075	335	358.4	-0.120482387328894	2.4639960312388	1.49782632329528	0.230174778513759	0.827257660170175	102075	Plekhg4
102093	881.8	897.6	-0.0269403367417686	5.18125140747536	0.444667883026195	0.509783265165808	0.929695856155615	102093	Phkb
102098	3211.8	3106	0.043367533432928	5.92361740059831	1.79766633464605	0.189682606544924	0.800313689009095	102098	Arhgef18
102103	1822.6	1862.8	-0.04089791424853	5.15959097906304	0.822715177180717	0.371344913810105	0.892657927018564	102103	Mtus1
102115	1111.6	1137.2	-0.0314906343861586	5.67206302559288	0.754917377484417	0.39156336315001	0.899621326495387	102115	Dohh
102122	1767.8	1757.4	0.00821111411872262	5.43318732752703	0.051483132428201	0.821983512265715	0.980557176801247	102122	Fam192a
102124	283.4	283.2	0.00777094981255685	2.81250997504166	0.0123901326333089	0.912083266867097	0.995442811574006	102124	Enkd1
102141	1449.6	1391.6	0.0560673660474421	5.57692523786588	1.62861162637113	0.211320381342214	0.814051548895198	102141	Snx25
102162	378	349.4	0.113462617746572	3.6077050487555	3.86426428312408	0.058284939971356	0.629982795346808	102162	Taf5l
102182	471	501	-0.0849640184248891	4.31275260495857	4.07510862364822	0.0560025856078991	0.623536993917236	102182	Prmt9
102193	1033.6	1008.2	0.0308555461470184	4.97378901445386	0.732666160146243	0.398551181042042	0.903361902924848	102193	Zdhhc7
102209	679	727.4	-0.091002343415759	4.38321374045091	3.6128181354371	0.06661557323139	0.652868650432048	102209	Snapc2
102247	3118.6	3101.6	0.00666827519923649	6.45109140274556	0.0548410121971908	0.816375040476599	0.980307204557506	102247	Gpat4
102278	3750	3501.2	0.0992899995322378	5.27056535323497	2.20049734820644	0.150370850268793	0.765097897059845	102278	Cpne7
102294	308	280.8	0.134537292094688	2.85058220583769	3.86301314496571	0.0583233939617022	0.629982795346808	102294	Cyp4v3
102323	1708.8	1707.6	-0.000869849295807307	5.62364855957163	0.000622171253059704	0.980259108928722	0.999793708426007	102323	Dcun1d2
102334	972.6	926.4	0.0644227720802103	5.50492054479391	2.20187910299562	0.147882731344175	0.764709397244176	102334	Ankrd10
102339	1291.8	1228.4	0.066742288594293	5.66273078036807	3.92412240457322	0.0564778321631327	0.625485442940284	102339	Cog4
102371	78.8	81.2	-0.0804791390540487	0.37589176012553	0.288567076955629	0.594953645016573	0.942044930987676	102371	Myzap
102414	2030.4	1953.8	0.0532962001761976	6.19279542475244	2.85898767912133	0.100839618679887	0.710682922755225	102414	Clk3
102423	196.6	188	0.0591238996721338	3.80169638956017	1.1066906666175	0.300888028630741	0.868760071003576	102423	Hinfp
102436	890.6	867.4	0.0394935983449793	4.31779148457621	0.823220349976873	0.371199992577434	0.892657927018564	102436	Lars2
102442	851.8	864	-0.0179391522380743	6.46297116013217	0.302335562214091	0.586339634553323	0.939811344052995	102442	Dennd4a
102448	308.2	319.2	-0.052963330243367	3.16262498771888	0.606062205459784	0.442142955708301	0.915867950430932	102448	Xylb
102462	496.6	476.2	0.0624534671162479	4.41781809401367	1.74799501508143	0.195747275953038	0.805172194340103	102462	Imp3
102502	268.6	281	-0.0725813758156718	3.27413169026685	1.12300425618122	0.297413555219088	0.864632700292013	102502	Pls1
102545	40.8	37.8	0.0929694991525545	0.878036248423784	0.44082896206082	0.511603104328507	0.930566821086926	102545	Cmtm7
102566	1008.4	1046	-0.053314444128932	4.58556123338524	1.03334479993219	0.317198357624809	0.875963896037804	102566	Ano10
102580	620.2	597	0.0577114401453367	4.27827170834679	1.73050100460085	0.197939266832632	0.805669319625389	102580	Alg9
102595	446	439.2	0.00246072181490003	3.87034187026887	0.00119952113379219	0.972593019642952	0.999793708426007	102595	Plekho2
102607	3469.6	3489.8	-0.0085148033062119	6.53490792078959	0.0857300634442548	0.771617244123361	0.970792231969027	102607	Snx19
102614	682	698.4	-0.0225348203905137	3.76658034032208	0.0971144764829908	0.757394654299165	0.969569072614519	102614	Rpp25
102623	14984.8	14090.4	0.0830455854983097	7.03028193633745	2.37965677347305	0.135281307681038	0.750479729239303	NA	NA
102626	122.4	125.4	-0.0310027705433687	1.67577319500078	0.105960358538668	0.746965520943327	0.968709423465467	102626	Mapkapk3
102632	714.6	695.8	0.0416884640814129	4.73310395199426	0.81226291176866	0.374361760658272	0.893829192064851	102632	Acad11
102644	99.8	99.2	0.00342120050323791	2.12882729000542	0.00109907469183376	0.973764474739882	0.999793708426007	102644	Oaf
102657	312.4	297.6	0.067412186995533	3.43059690072937	0.989849698224595	0.32743847738636	0.878599272330356	102657	Cd276
102680	309.2	287.8	0.10385527109061	3.87247888377807	2.15021394643913	0.152584380906176	0.766140314642291	102680	Slc6a20a
102693	3910.2	4100.6	-0.0769252639006228	6.65535587304714	1.27759390290913	0.27043290738897	0.848101469624215	102693	Phldb1
102747	2900.8	2917.4	-0.00574555675244243	6.42636759187969	0.0246616910205348	0.876225575588354	0.98945491325199	102747	Lrrc49
102774	2345.6	2336.4	0.00717753002626331	6.02961364478593	0.0498214395148044	0.824830280159384	0.98071650487329	102774	Bbs4
102791	378.6	387	-0.0261681845096593	4.65604796693335	0.265116246189331	0.610258163418097	0.945461673311262	102791	Tcta
102857	4253.2	4243	0.00296770564278768	6.8704001454431	0.0105056538748484	0.919018534114241	0.995442811574006	102857	Slc6a8
102866	7299.4	7316.4	-0.00217106709610016	7.6886460102719	0.00497259963356799	0.944232820947876	0.9981319943146	102866	Pls3
102871	124.4	106.8	0.279952418797421	0.323040587169161	3.1070790013482	0.0877542083268827	0.695015412127671	102871	D330045A20Rik
102941	1467	1505.8	-0.040258528573297	4.85249238254987	0.625562849958504	0.434963221154582	0.914574300984587	102941	B630019K06Rik
102954	264.4	274.2	-0.0530187524322088	3.00766574886638	0.568387111144926	0.456556985422332	0.918613765521988	102954	Nudt10
103012	2142.4	2235.8	-0.0623403978777415	6.45761108658657	2.7731900130638	0.10587372555549	0.718203027966856	103012	Firre
103080	151.2	159	-0.0413408521299626	1.94741891836807	0.159293307302569	0.692528728251273	0.962375425961835	103080	Sept10
103098	1228.8	1330.6	-0.118444176759744	5.4502586684142	10.7001748357612	0.00261773674802648	0.252960627750959	103098	Slc6a15
103135	1947	1957.4	-0.00694952174325913	5.21833745340163	0.03973055486662	0.843302607594734	0.984944528223259	103135	Pan2
103136	439	441.8	-0.00818876634989836	4.19483901719449	0.021273209314482	0.884976065519558	0.991451043142312	103136	Pwp1
103140	29	30.6	-0.09893063994283	0.835344383572008	0.562971642074229	0.458690727075402	0.918613765521988	103140	Gstt3
103172	2170.6	2167.2	0.00665540256575247	6.52645240207522	0.0188588496657092	0.891742956989105	0.991451043142312	103172	Chchd10
103199	1020	1035.2	-0.0206802817859124	5.24915725602955	0.375007708777545	0.544728048814578	0.933985649908155	103199	Fig4
103213	195.6	196.4	-0.00609084854919377	3.10409206561295	0.00912364613010659	0.977358311862727	0.999793708426007	103213	Traf3ip2
103220	42	37.4	0.103191534303695	1.13887293730574	0.499227089478714	0.485087223285767	0.924081916352634	103220	Ttc41
103232	344.2	366.4	-0.104139809456647	1.72029059532508	0.664263642646407	0.421241244295757	0.910895660467486	103232	Gm15122
103236	8392	8182.8	0.036082680165995	7.46485228186644	1.31290884839635	0.260587610533591	0.844312532534976	103236	Csnk1g2
103266	1133.2	1141.2	-0.0205198480921926	4.80504381485209	0.151977490863887	0.699303229598271	0.963124049209047	103266	Tmem263
103268	241	235.8	0.0159973394519728	2.31676303669523	0.0413647478132027	0.941472567743103	0.997819821355254	103268	Cep57l1
103284	457.4	468.2	-0.0300991467312774	3.78079234254665	0.28920308947606	0.594549918822348	0.942044930987676	103284	Zc3h10
103406	4102.6	4045.4	0.0210741368643785	6.24430006469276	0.389392467230897	0.537158398433612	0.933372463119872	103406	Zfr2
103425	1961.4	1900.8	0.0412326065909759	5.81564688440826	1.57591112689744	0.218678311767397	0.818925715576261	103425	Ncln
103466	6114.6	5849.6	0.063686200919202	7.05293766663595	3.36197631078088	0.0762804155643373	0.677087950768567	103466	Nt5dc3
103468	484.6	491.8	-0.015830558454325	4.03946011568439	0.120286583066387	0.98265558136904	0.999793708426007	103468	Nup107
103511	184.8	179.8	0.0209933763975093	2.54971709432377	0.0719821861247882	0.790239527045514	0.975298406357499	103511	Fam26e
103534	1549.4	1602	-0.0533773504676152	5.61366480985753	1.90031259747115	0.177855303960441	0.791044072079347	103534	Mgat4b
103537	1173.2	1140.4	0.0331963376271659	5.00513008444021	0.411710224226411	0.525792358533894	0.932023127448358	103537	Mbtd1
103551	3508.6	3789.6	-0.114700651875801	6.23726786576977	4.6509225582587	0.0401861098778197	0.579599664357211	103551	Epop
103554	1710.8	1664.4	0.042964238557857	6.23453401682383	1.13539193323505	0.29481073108212	0.861078440855538	103554	Psme4
103573	4229.6	4473.4	-0.0836971478942085	6.58389221732243	3.84789766687521	0.058894932770729	0.631421634993874	103573	Xpo1
103583	6366.4	6428.2	-0.0128430073512315	7.18941760159088	0.144430923201663	0.70649193806083	0.963124049209047	103583	Fbxw11
103677	2740.2	2811.2	-0.0343231798492291	5.95616488921182	1.07430815306724	0.307946889914237	0.872398207691571	103677	Smg6
103694	1485	1485.2	-0.00233283738581067	5.61823879550284	0.004077437614728	0.949493483351339	0.998202914737633	103694	Tmed4
103710	270	263.4	0.0506534978270569	3.52865082939556	0.595388162186076	0.446152331093148	0.917711831258922	103710	Slc35e4
103711	1202.4	1298.2	-0.100331624919822	5.36342536869365	4.96204204375104	0.033260848375459	0.546616776873332	103711	Pnpo
103712	6027	6057.2	-0.00726422048546741	7.84856473401508	0.0456247034866164	0.832250164698632	0.982687042791355	103712	6330403K07Rik
103724	630.8	612	0.0358418308792483	4.63924396641045	0.453994479334335	0.505409107408921	0.928387404878002	103724	Tbc1d10a
103729	13	11.2	0.102932795734957	-0.0492688894493049	0.329458018934297	0.570096494004421	0.939312949520101	103729	AI450353
103733	1631	1571.4	0.0576459882890088	5.27253424162589	1.73382705918278	0.197520217950634	0.805669319625389	103733	Tubg1
103737	199.2	187.8	0.0805440970742729	3.39367541175692	1.68685472313465	0.203540228274707	0.810386834528426	103737	Pex12
103742	1364.8	1298.2	0.0691786344774371	5.51391049015813	2.51413618256231	0.122921315951372	0.737979858282895	103742	Mien1
103743	36	38.8	-0.125921446328114	1.97546432952273	1.86707371423833	0.181585117925881	0.794321291990378	103743	Tmem98
103765	134.8	123.8	0.103839767889049	2.24104265542084	1.43853654780929	0.239412254127205	0.833047904678009	103765	Tmem17
103768	1753.2	1710.6	0.0391610156403898	5.75294123744395	1.22134998836511	0.277551603712059	0.852217140282431	103768	Tubg2
103784	185	187.4	-0.028979147240475	2.84044246810177	0.19378108420729	0.662824971573953	0.954298122620373	103784	Wdr92
103806	767.8	767.6	0.0168136063241493	3.74580341621212	0.0704522458911103	0.79242665594545	0.975807015370768	103806	Maml1
103836	1831	1861.4	-0.0254370495868565	5.51593374559453	0.344325320998421	0.561568391387861	0.936701246624516	103836	Zfp692
103841	1338	1306.2	0.0347960163430578	4.8187109006618	0.796264213380101	0.379048422971379	0.893829192064851	103841	Cuedc1
103844	138.6	146.8	-0.0871013340388384	1.44061321938042	0.631668655198163	0.432752664471021	0.913872176109275	103844	Inca1
103850	1094.8	1111.6	-0.0243782392822903	4.98252556101372	0.38975331423106	0.536971032772	0.933372463119872	103850	Nt5m
103963	5019.8	4832	0.053497871588696	7.25146395853947	2.8391564466336	0.101978369433893	0.713061488154503	103963	Rpn1
103967	6245.8	6397.4	-0.0336652595555799	7.67456615385842	0.871889469918803	0.357608467239298	0.889946665732303	103967	Dnm3
103978	1372.4	1437.8	-0.0680219665104798	5.1005881766769	2.34003062537932	0.136170985872503	0.751646972639328	103978	Gpc5
104001	50089	49472.6	0.0187191942790966	10.201408876272	0.401307493415305	0.531034850545462	0.933351541003573	104001	Rtn1
104009	1345.8	1385.2	-0.0326375395100866	4.57358466723128	0.471888295021711	0.497197873190206	0.926942759048962	104009	Qsox1
104010	2419.2	2308.6	0.0710001608356318	5.47408462602088	2.87623411213798	0.0998611134970257	0.709803829662205	104010	Cdh22
104015	21014.8	20916.6	0.00705276144038775	8.94151980249634	0.0527313357162096	0.819876803325886	0.980307204557506	104015	Synj1
104027	20227.8	19927.2	0.020198857209308	8.04822649418859	0.309682292572633	0.581847847854692	0.939711036852583	104027	Synpo
104069	19517.4	20226.2	-0.0520190538388165	8.46615531773111	2.30222094071574	0.139264543895143	0.755541377924169	104069	Sncb
104079	812.2	815.4	-0.00952771606640489	5.04755543064368	0.0203312292408009	0.88770536109766	0.991451043142312	104079	Nxph3
104080	22.2	21.4	0.0568314282041008	0.882812518159732	0.0807978069949338	0.778316597373428	0.972869549268294	104080	Nxph4
104082	10279.8	10861.4	-0.0782374110331422	8.08448969654868	7.78289822593078	0.00891671323709301	0.377653003198741	104082	Wdr7
104086	55	55.6	-0.0351139576455764	1.8769441116684	0.142376399089337	0.708486271009446	0.963124049209047	104086	Cyp27a1
104099	118.2	117.4	0.00436886453892494	3.07214653615202	0.00316075543819489	0.955524827381576	0.998202914737633	104099	Itga9
104110	672.4	672.4	0.00744458870877563	2.29209151546129	0.00826675347747029	0.928136462449559	0.99670201154605	104110	Adcy4
104111	2306	2199.6	0.0650077600058191	5.92684222673493	2.94769338868798	0.0959207607958685	0.708950881090578	104111	Adcy3
104112	7603.8	7245.2	0.0695527681630732	7.68547917231504	6.46970237508311	0.0161463722129867	0.449233729267306	104112	Acly
104130	1571.2	1584.6	-0.0143385726324483	6.04894116347447	0.198870708984231	0.658715607073465	0.953092705582939	104130	Ndufb11
104156	8450	7711.4	0.130961344082092	6.83692791210524	4.98282535081781	0.0351489625407518	0.558717136456453	104156	Etv5
104174	1125.6	1175.2	-0.0762726334605021	4.79182878876551	1.70656363470152	0.201143885046613	0.808760225728335	104174	Gldc
104175	3780.4	3542	0.0865275061997944	6.42753044097551	2.56631878421386	0.121140515777029	0.735209633371623	104175	Sbk1
104184	1083.4	1071.2	0.0178125884945941	5.54546544430803	0.225978756909946	0.63783535896403	0.949543890977249	104184	Blmh
104215	1010	1048.8	-0.0645719636286457	4.83822590969513	1.39497642233402	0.246498137173372	0.835845149432435	104215	Rhoq
104248	7857.8	7953.4	-0.0176776769935936	7.07217241932211	0.327514492364346	0.571230272277516	0.939312949520101	104248	Cabin1
104252	326	333.8	-0.0538355296018908	2.90696590130294	0.494627046210586	0.487089648782527	0.926007735544218	104252	Cdc42ep2
104263	1489	1383	0.105139350273857	5.9102717748964	10.2801965339768	0.00310123819442804	0.270607557082044	104263	Kdm3a
104303	2363.6	2418.6	-0.0277543515776968	5.92264182341936	0.474943662674608	0.495818853998105	0.926942759048962	104303	Arl1
104318	6016.8	6034.8	-0.00580358608577659	7.17662459176614	0.0349378711624758	0.852936933907576	0.984944528223259	104318	Csnk1d
104346	936.6	946.6	0.00472245771269098	4.5348410599774	0.0057202026440834	0.940205748654294	0.997819821355254	104346	Gas8
104348	537.8	581.6	-0.105570161840554	3.14786911832685	1.77686627335308	0.19219400878771	0.801091437456993	104348	Zfp120
104367	58.4	50.4	0.201607126331966	1.28475167113591	2.7589591657069	0.106736290793253	0.718713501800466	104367	Snora65
104383	311.2	292.4	0.0831400442036204	4.01389346431755	2.16079591383262	0.151591498838282	0.766140314642291	104383	Rcor2
104394	1343.4	1313.6	0.0304311783010316	5.06186254892715	0.413198484366358	0.525050041375356	0.931661443625244	104394	E2f4
104401	5313.2	5250.6	0.0160138906573342	6.47746303516	0.281838286056936	0.599260606264229	0.943260895227958	104401	Pcnx3
104416	6386	6395.8	-0.00140976336210106	7.4110513449218	0.00267737372452106	0.959063303990607	0.998432445712251	104416	Bap1
104418	42320.6	40924.2	0.0482963204106524	9.63886106226385	3.45456839076662	0.0725401375937479	0.66359936359075	104418	Dgkz
104444	1349.2	1359	-0.0059201394553037	5.27739159204792	0.0182949952425129	0.893276598682064	0.991451043142312	104444	Rexo2
104445	361	374.2	-0.0483845821629295	3.71336720574119	0.492619857757989	0.487967778140273	0.926163342752998	104445	Cdc42ep1
104457	448.4	426.4	0.0832531768668937	4.07662028997157	2.65875428945587	0.113043964637542	0.727275785570156	104457	0610010K14Rik
104458	1232.6	1248.8	-0.00983963985148297	5.51619881706875	0.0504935094187709	0.823672981257917	0.980557176801247	104458	Rars
104479	532.2	525	0.0133812206983743	4.14508973135327	0.0400303078029636	0.842720664392171	0.984944528223259	104479	Ccdc117
104570	2051	2187.2	-0.094288362576186	5.83320861451074	3.82963259457347	0.0596785490934691	0.634966449652331	104570	Ppp4r3b
104582	1093.8	1010.2	0.118941668115385	5.35567172240729	3.56536423387326	0.0701097977005344	0.660505953940859	104582	Rprml
104601	136.8	142.8	-0.0842002987385749	1.7799586211565	0.615019096783503	0.438822285241363	0.91468637109197	104601	Mycbpap
104625	412.4	434	-0.066675217165818	4.71723864854013	2.03614558127232	0.163537180131962	0.774459450435517	104625	Cnot6
104662	2041.2	1996.6	0.0352535932761202	5.53721841299707	0.884996669084704	0.354068985139207	0.888335746709768	104662	Tsr1
104681	439	434.2	-0.00400054000249159	3.54975294934245	0.00304727638240843	0.956329658155889	0.998207143948813	104681	Slc16a6
104709	456.6	503.2	-0.134345375653872	2.86672924650893	3.14241606354398	0.086052522202319	0.692081562519306	104709	Pik3r6
104718	12395.6	12827.4	-0.0493707510495502	7.96335945249095	4.28108591751226	0.0469145172501256	0.600729617968702	104718	Ttc7b
104721	4543.8	4543.4	0.0027361568920229	7.26667851028196	0.0059864995765272	0.938821654126283	0.997819821355254	104721	Ddx1
104725	554.4	568.4	-0.0545072861622912	3.8976458933577	0.504220507314251	0.483233724639007	0.92288565335329	104725	Sptssa
104732	22.8	26.8	-0.227777404119508	0.531262907299535	3.30142430156957	0.0841612906030561	0.686654746108939	104732	Tedc1
104759	191	196.8	-0.0445091540204106	2.77033138380731	0.450780030825141	0.506909219042833	0.929024533572774	104759	Pld4
104771	1220.4	1187.4	0.0428780972310339	5.37149616850128	1.56027406996969	0.220922322129999	0.821048337703036	104771	Jkamp
104776	1958.6	1955	0.00651618635413362	5.70587240879104	0.0297945610337924	0.864072861956346	0.987392440685827	104776	Aldh6a1
104799	1510.4	1515	-0.00220119245198819	5.87438670460605	0.00477246249522622	0.945364725248315	0.998202914737633	104799	Vipas39
104806	116.4	115.2	0.0121582800250608	3.52807554596556	0.0300473032119295	0.863503462576371	0.987392440685827	104806	Fancm
104816	153.8	166.8	-0.155345038352208	2.30324603425772	2.26165960265626	0.142675259422949	0.759589290588856	104816	Aspg
104831	7013.6	6843.8	0.0349822482350458	6.53735441251074	0.986333910370336	0.328285794416353	0.878599272330356	104831	Ptpn23
104836	1441.8	1515.2	-0.074738432406804	4.57021854480138	3.79070844657852	0.0605945890295227	0.638322956207543	104836	Cbll1
104859	5411.8	5615.4	-0.051708389205325	6.99323362871194	2.45321909212188	0.127378848795949	0.741703789181942	104859	Tecpr2
104871	691.8	717.8	-0.0445804935602177	4.58075392352455	0.793862363828517	0.379759348637547	0.89389603093557	104871	Spata7
104884	626.4	616.6	0.0194507179753663	3.95279241010486	0.141289455513093	0.709548047794284	0.963124049209047	104884	Tdp1
104885	2960.6	3000.8	-0.0213129521574575	6.90149398952942	0.489113420024887	0.489508277451776	0.926568564314326	104885	Tmem179
104886	19782.8	20271.6	-0.0351268252816433	8.54194306780971	1.87350307842319	0.180856366753773	0.793835142503326	104886	Rab15
104910	46	43.2	0.109534363785496	0.95426858721207	0.875618623916601	0.356596376796497	0.888818579827495	104910	Slc25a47
104923	320	315.2	0.0142120291624319	3.96926462842121	0.053214576766538	0.819068258047362	0.980307204557506	104923	Adi1
105000	3399.8	3337.8	0.024871297237565	6.99860972601517	0.58003159757032	0.452022736740718	0.918613765521988	105000	Dnal1
105005	5375.8	5100.8	0.07372042385492	6.55583195642918	3.01212522907749	0.0925767586009231	0.701752048741689	105005	Fam84a
105014	975	999.8	-0.0338376481922676	4.7602143866865	0.627021965171792	0.434433361470053	0.914574300984587	105014	Rdh14
105083	309.8	332.2	-0.104969953581374	3.06234401451145	3.12463618572305	0.086903999111353	0.69430695812135	105083	Pelo
105148	2237.4	2112.2	0.0824184579594881	6.06973773983608	6.48257732819395	0.0160502573403766	0.449233729267306	105148	Iars
105171	1308.6	1283.2	0.013149407943539	5.48952319587074	0.0395725931649606	0.843943801027698	0.984944528223259	105171	Arrdc3
105193	381	384	-0.0232190207070438	3.46181187433807	0.0752994379185354	0.785671982070372	0.974523357663941	105193	Nhlrc1
105203	817.4	815.6	0.00276456437822436	5.18599116597346	0.00413838000507473	0.949117974849609	0.998202914737633	105203	Fam208b
105239	7931.4	7934.2	-0.00135295914708625	7.3939354052242	0.00279888092025564	0.958145570455478	0.998432445712251	105239	Rnf44
105245	1544.4	1521.4	0.0162774165691203	5.70452741827293	0.268671060420027	0.60788395171598	0.945461673311262	105245	Txndc5
105246	4537.8	4701.8	-0.0506955031747073	6.75387838531352	2.13577784406378	0.153903823244148	0.766140314642291	105246	Brd9
105278	270.6	260.4	0.0497653110347607	3.07098533578644	0.582358993127401	0.451125134254898	0.91842945974107	105278	Cdk20
105298	4076.2	4180	-0.0358260483354921	6.68988506524753	1.46298769237416	0.235547301425552	0.83147751574136	105298	Epdr1
105348	1910.4	1856	0.0464418284199174	5.30541923272719	0.650565164109169	0.426663296701428	0.91189685722312	105348	Golm1
105349	11	10.2	0.0894996313890878	0.191294768228894	0.198945545878702	0.65865565811428	0.953092705582939	105349	Akr1c18
105351	706.4	699	0.00785193644746723	4.43346803629822	0.0258072203360458	0.873408406549117	0.988162791744264	105351	AW209491
