	S3SD5	S3HC5	logFC	logCPM	F	PValue	FDR	check	gene
18805	364.4	242.6	0.590337477778562	3.21419850221019	73.1082144823023	9.8281846797013e-09	3.31907900374772e-07	18805	Pld1
18806	713.2	791.6	-0.156009003745069	4.4072292080423	11.9726417392134	0.00204090954919476	0.00775277440842602	18806	Pld2
18807	19553.8	20431.4	-0.063220773646027	9.71928215819307	4.38728004452585	0.0469852014683035	0.0990843452032184	18807	Pld3
18810	11914.4	11853.6	0.00726440146835005	8.38778201845275	0.0450397899313968	0.83372977373076	0.889221528151152	18810	Plec
18813	2633.4	2745	-0.0607506686298797	6.17965578529941	2.49207599796922	0.127561237523958	0.218741265532245	18813	Pa2g4
18817	162.2	136.8	0.246845352585881	1.0714913190913	4.0181751928986	0.0564642596112604	0.114722295251779	18817	Plk1
18822	312.6	242.6	0.359452493428433	4.11432754431311	44.6723400636366	6.63315916344369e-07	1.01020186208107e-05	18822	Plod1
18823	8393.4	8262.8	0.0226774010186523	9.49823247679535	0.081308187668164	0.780433293847462	0.850307115852711	18823	Plp1
18824	3.2	3.4	-0.0615059108573315	0.933884313089843	0.198022049886418	0.660324862940384	0.755328867437505	18824	Plp2
18826	148	177.8	-0.272834642151031	3.33619366671128	19.3161480934411	0.000194889346594715	0.00110641422454046	18826	Lcp1
18828	113	98.6	0.187960613605156	0.314655671286402	1.32840720194189	0.260482743074137	0.378355699768222	18828	Plscr2
18830	1890	2669.2	-0.507079161357447	4.86351029887831	33.0542453671508	4.20255251935935e-05	0.000309128214324784	18830	Pltp
18844	5493.8	4636.2	0.243279624339519	7.71780374925046	51.8483034668983	1.97456491389662e-07	3.79526080657737e-06	18844	Plxna1
18845	6356.6	5495.6	0.211394581133241	8.00928703035779	41.9790261328451	1.08143194760733e-06	1.49150929109888e-05	18845	Plxna2
18846	1077.6	1195.2	-0.15389782581511	5.60857072458421	9.81525364192919	0.00472582695891346	0.0154715974777203	18846	Plxna3
18854	875.6	869	0.00700628568115428	4.15384078367646	0.0132402706709789	0.909353443322884	0.941600019327242	18854	Pml
18858	374	376.8	-0.00482266685437932	4.1679421698092	0.00906023275708388	0.92496097243616	0.951821529511967	18858	Pmp22
18861	378.2	437.2	-0.202880099955236	4.05292077124802	15.8954261900901	0.000547766973751542	0.00259162809774297	18861	Pms2
18933	89.8	100.6	-0.171504294256855	2.74210841123199	4.54481863589708	0.0434966589888918	0.0932564504970934	18933	Prrx1
18938	76.6	77.6	-0.0232482119959074	2.11108614685352	0.0640011721737528	0.802442682916639	0.866141926583309	18938	Ppp1r14b
18949	2957.2	2979.4	-0.0113336794169923	6.58750373736688	0.13753535313821	0.714009316175973	0.79798202376603	18949	Pnn
18950	284.4	338	-0.24905144975032	3.46708652039195	17.652031280173	0.000318448926917245	0.00165095437218862	18950	Pnp
18951	21173	21187	-7.16932684621845e-05	9.57134143665464	7.02496822058302e-06	0.997907228099123	0.998766230805128	18951	Sept5
18952	1677.6	1994	-0.251607509962377	7.02458271152773	45.1330171381079	6.11325647739912e-07	9.43020374859412e-06	18952	Sept4
18968	368	363.2	0.00586544170597905	1.97020011043271	0.00335297376589121	0.954305645849905	0.97035060183711	18968	Pola1
18969	235.6	277	-0.226930282136991	2.89660140635715	10.0368405268008	0.00416122076490908	0.0139453477709242	18969	Pola2
18970	1952.4	1729	0.177249071260707	5.57143860003553	25.696659253269	3.5258099049364e-05	0.000265151177762491	18970	Polb
18971	182.8	159.2	0.196721977365249	2.7849360027665	6.87809874618851	0.0149465840327538	0.0393368400599824	18971	Pold1
18972	123.8	128.2	-0.0540055602705383	3.25543130420964	0.783973424280531	0.38474741967819	0.511181101574461	18972	Pold2
18973	32	45.6	-0.475578455911178	1.08853207085694	14.1877726601587	0.000952784438505928	0.00410830278161133	18973	Pole
18975	1838	1731.6	0.0850967552035276	6.02994244415186	5.12220297142588	0.0329828661398713	0.0745212179848215	18975	Polg
18983	4599.6	4479.2	0.0394226858591335	6.57096648390239	1.55011750023028	0.22518350984084	0.339749733949844	18983	Cnot7
18984	1821.4	1630.8	0.155381571470807	6.13999741804671	11.2184357704718	0.00291513565458629	0.0103475861373748	18984	Por
18986	93.8	105.4	-0.161702116142462	4.22678294720034	8.17694080481595	0.00866199628400799	0.0254317477735225	18986	Pou2f1
18987	226.8	273.2	-0.279736380325745	3.60838794152354	19.6368912840652	0.000177712080139976	0.00102500016214813	18987	Pou2f2
18991	1114.4	866.4	0.362459092482605	4.36860350776963	43.5134250418044	8.16565047796588e-07	1.19702141996469e-05	18991	Pou3f1
18992	1474.2	1506.2	-0.0341419299170908	5.33532369160093	0.30279756256228	0.588668367003847	0.696456787809904	18992	Pou3f2
18993	3279.8	2977.4	0.137290719473432	5.95546867995571	9.42118125390502	0.0053923291425558	0.0172587965957709	18993	Pou3f3
18994	24.8	31.8	-0.363779303513583	1.27688051185873	7.30235450664945	0.0124649753397097	0.0340005196376986	18994	Pou3f4
19009	4192	5500.6	-0.393908476996869	7.09944254188852	55.5896505192116	7.81638183661314e-07	1.15637648993251e-05	19009	Pou6f1
19011	194	89.6	1.1511536606074	0.802744230242499	49.2599972103217	3.01403637742942e-07	5.32927563330779e-06	19011	Endou
19012	1099.4	1144.6	-0.0544633803393079	4.51527815746921	1.43372096243157	0.242895216166154	0.359566515205407	19012	Plpp1
19013	103.2	82.8	0.307412681363694	2.68350338063359	8.45758124071408	0.00809212489444618	0.0240073015649271	19013	Ppara
19014	2944.8	2571.8	0.198639425783711	6.00332318728445	31.9818624593278	8.10924312846906e-06	7.80886077141184e-05	19014	Med1
19015	391.4	358	0.1253413055876	4.54872410324799	7.43630900584434	0.0117787391862525	0.0325028438713428	19015	Ppard
19016	195.4	205.6	-0.0715451899607483	2.83966943256437	0.684026762813515	0.41638202790365	0.542722318782649	19016	Pparg
19017	2052	2005.8	0.0340381553281267	5.81444411700159	0.731583224864293	0.400860913196588	0.52745049060933	19017	Ppargc1a
19018	2059	2130	-0.0441908198840191	3.60330122790875	0.0910243809278787	0.76764119151255	0.839944327994499	19018	Scand1
19023	10	5.4	0.870656203960371	-0.0206353968983644	27.8752550916399	2.0741151086464e-05	0.000169355558013725	19023	Ppef2
19024	196	188.8	0.0518379653500456	3.29076337010941	0.61324214638327	0.441258111736144	0.566324342659761	19024	Ppfibp2
19025	2387.6	2735.8	-0.196278623435696	6.59656184482357	40.6320227444613	1.39170480786713e-06	1.8303640848873e-05	19025	Ctsa
19027	837.2	877.4	-0.0613129772381743	4.92540697607986	1.03760274044519	0.3197963661659	0.444028499189425	19027	Sypl
19035	1328.8	1253.6	0.0828915364800414	5.13661570539553	2.75869329586259	0.109786544904131	0.193589693795817	19035	Ppib
19038	11	10.6	0.0670176756266097	0.665486499908912	0.221574539537533	0.642109013948964	0.739584324457592	19038	Ppic
19039	67.4	74.4	-0.153035097966058	2.02127830504915	2.11728260395523	0.15864958425292	0.258698155834862	19039	Lgals3bp
19042	3334	3430	-0.0411456626331181	6.79212159901271	1.73574801227421	0.200164952120268	0.30996188321688	19042	Ppm1a
19043	3729	3552.4	0.0696221039357712	6.42822956353861	4.08906686231211	0.0544874420979848	0.111458085067476	19043	Ppm1b
19044	1025.2	1132.2	-0.148156726570685	4.62065310988033	10.3438460209044	0.0037047109913771	0.0126441305004403	19044	Ppox
19045	5500	5376.6	0.032290196395045	7.35044978400266	1.34118503056208	0.258263112087815	0.375962838364113	19045	Ppp1ca
19046	14800.8	14134.6	0.0655052598288807	8.04187559812517	2.58381383517311	0.122679973724824	0.212157973225486	19046	Ppp1cb
19047	717	602.6	0.244503135526599	4.91367837963024	21.3156711661369	0.000110936301738771	0.000693843922688099	19047	Ppp1cc
19049	143.4	139.8	0.0374098254126927	6.76883420445127	0.179392942091843	0.679296438366829	0.770626380986905	19049	Ppp1r1b
19052	20257.8	20471	-0.0144787084886529	8.60617729371328	0.340882180150954	0.56478867722406	0.676458837845997	19052	Ppp2ca
19053	8744.8	8312.6	0.0753150354845031	6.68341543537831	7.22117041557135	0.0129022610661351	0.0349647543008802	19053	Ppp2cb
19054	190.6	177	0.0991634549970258	2.9597158932996	1.53688347249666	0.227112965809283	0.341875735035136	19054	Ppp2r3d
19055	18054.6	18787.6	-0.0577806051296124	9.86693400772763	3.58209105292789	0.0705741617609975	0.13683151362756	19055	Ppp3ca
19056	17697.8	17668.2	0.00255825751971776	8.48096016538194	0.00678209741931707	0.93505120430516	0.958187175258899	19056	Ppp3cb
19057	1278.8	1440.4	-0.167437320150177	4.5692275007902	9.9047408273039	0.00437630807885223	0.0145332607119163	19057	Ppp3cc
19058	74231.2	75112.8	-0.0178432446616533	9.94871161014905	0.329094375284566	0.571550309115669	0.681897496323391	19058	Ppp3r1
19060	2693.4	2847.6	-0.0792602077942013	6.75658078002709	6.7743979512631	0.0156330712306875	0.0408239225959092	19060	Ppp5c
19062	2664.6	2453.6	0.118171025096404	5.9241783187651	8.55973497600753	0.00741656337460964	0.0223517529225621	19062	Inpp5k
19063	6132.8	6498.8	-0.0835237361215238	6.73107064165193	8.30896745239294	0.00820822252376346	0.0243054809646266	19063	Ppt1
19069	2739.2	2919.6	-0.0920225852533033	5.90920799071267	9.41734582884601	0.00528184056357525	0.0169728153636987	19069	Nup88
19070	2397.8	2243	0.0974537362522954	5.82576848202863	7.71593467625652	0.0104764855765369	0.0295759242463459	19070	Mob4
19072	802.4	901.4	-0.166789151086726	4.82274051169128	19.2738510145397	0.000197286107105744	0.0011165126828921	19072	Prep
19073	306.8	321.2	-0.0664541172154982	2.25899880734002	0.478865475254559	0.495602730946274	0.61652826173487	19073	Srgn
19075	124.2	128.4	-0.0518406317467471	2.13807246685248	0.367227032493083	0.550230147037264	0.663910489430258	19075	Prim1
19076	205.2	181.2	0.176573439209858	2.92647076094927	5.73974816967983	0.0247703914393643	0.0594440042943005	19076	Prim2
19079	241.4	345.4	-0.50739819247331	3.978863731136	60.778035189511	5.10169189302605e-08	1.26051033541536e-06	19079	Prkab1
19082	1440.2	1305	0.141756160412571	4.61691946116493	11.4191940661638	0.00249003901159349	0.00910013245855178	19082	Prkag1
19084	34601.4	33610.6	0.0409386739635419	9.60221556193315	1.85027773454595	0.186439270794897	0.293934160125927	19084	Prkar1a
19085	64748	65934.6	-0.0260354676530496	10.1950185067453	1.25946726115801	0.272896357949407	0.392364862011412	19085	Prkar1b
19087	2881.8	2715.4	0.083936522242646	5.97554025745553	4.14535682280998	0.052973452266808	0.108946823998925	19087	Prkar2a
19088	3394.2	3469.8	-0.0312958076611358	6.24976650554487	0.622012503375617	0.438051272078627	0.563254742321346	19088	Prkar2b
19089	2774.8	2417	0.198741664720441	6.13731197679132	35.3178008179983	3.9819633614829e-06	4.34707692045875e-05	19089	Prkcsh
19090	568.8	639.4	-0.171221856133748	4.5729128719693	13.508898104493	0.00119667999095597	0.00497239506262178	19090	Prkdc
19091	288.6	289	-0.00837145108853363	3.60978562489552	0.0138735499197756	0.907221140209395	0.940267772880151	19091	Prkg1
19092	695.6	624	0.157256122318784	3.76645997858014	7.7008786756508	0.0105424121920832	0.0297179340987962	19092	Prkg2
19094	3551.8	2697	0.396267694389669	6.6060176318507	94.7614336032838	9.09297035598087e-10	5.0961680622796e-08	19094	Mapk11
19099	11375.6	10305	0.143391615025919	8.60395589489716	32.637720907855	7.02685088711235e-06	6.93757532256297e-05	19099	Mapk8ip1
19106	9.8	15.2	-0.573546805063349	1.44248720667852	24.1238641614274	5.25263377057738e-05	0.000373813729787915	19106	Eif2ak2
19108	209.4	204.2	0.035606905953551	3.48777877022733	0.403720427239835	0.531208953756855	0.647831101721362	19108	Prkx
19122	43826.2	45644.6	-0.0595097561336179	9.83521375836749	3.55695899780578	0.0715023741810921	0.138297245605982	19122	Prnp
19125	441	297.8	0.56450324045233	4.94846849436655	88.8924300546384	4.81730670806389e-09	1.90950511456291e-07	19125	Prodh
19126	1040	904.4	0.209360588502616	4.11040642326559	10.7970381555094	0.00312790195808638	0.0110082042615487	19126	Prom1
19128	521	567	-0.124546801426108	3.61795048966675	6.05539238796912	0.0214726795041388	0.0530177843445204	19128	Pros1
19130	31	39.4	-0.326604133800917	2.30943077868551	14.8565263009614	0.000764591146446238	0.00341936894515282	19130	Prox1
19134	3261.6	2876.6	0.1806637619571	6.75018537337254	43.7091290999873	7.88198110837148e-07	1.16251178510614e-05	19134	Prpf4b
19139	6354.2	6818.4	-0.100994996541005	6.24110986838528	7.02817857394123	0.0140113053283812	0.0373376488230867	19139	Prps1
19141	2546	2668.2	-0.0702426546582603	6.81680132856363	4.81212388145849	0.0382230479051189	0.0839629079666547	19141	Lgmn
19142	946	1262.4	-0.417691962116343	5.23681163829005	37.5195623671042	9.84727964743568e-06	9.15911068365736e-05	19142	Prss12
19144	39.8	47.2	-0.221115526596898	0.276736202950757	0.769138494640484	0.391647446698764	0.518252512550025	19144	Klk6
19153	295.6	240	0.314735697958664	1.68781951113143	8.26261275194204	0.00836449541357199	0.0246836293809248	19153	Prx
19155	14362	14208.8	0.0159307772878508	7.59264318417665	0.370231604000543	0.548615716438373	0.662574495772079	19155	Npepps
19156	84100.4	84530.8	-0.00741997935552511	10.6753488848109	0.0988588909001107	0.755930649211107	0.830133840122879	19156	Psap
19157	4159.8	4151.8	0.00103538894611837	6.47105338729062	0.000850202403466525	0.976980425151468	0.985571961553553	19157	Cyth1
191578	198.6	193.6	0.0384585929322974	3.9931437632076	0.388596073528042	0.538940222013532	0.654697538119454	191578	Helq
19158	3240.6	3238	0.00561288109691667	6.35131675874695	0.0242198219310127	0.877633390937761	0.919492101523224	19158	Cyth2
19159	1025.8	966.8	0.0903343099767912	5.36697435409434	3.05539429923471	0.0939954325117829	0.171411806904531	19159	Cyth3
19164	2573	2475.6	0.0558646146873923	6.17077522556733	2.87972887757661	0.102683457696066	0.183609759978914	19164	Psen1
19165	392.2	444.2	-0.179436597135862	3.85608593339008	7.92527555740701	0.00960534620641037	0.0276292891397527	19165	Psen2
19166	2218.8	2172	0.0318891730716632	5.94524086586502	0.891948742606153	0.35439677213648	0.479944808812956	19166	Psma2
19167	662.2	701	-0.0775452963944914	3.92020551974525	1.72287122902827	0.201784984995115	0.311769125934729	19167	Psma3
19170	4439.4	4487.8	-0.0146888485750624	6.37265548525621	0.242221922887019	0.627094745637425	0.727625227056542	19170	Psmb1
19171	398.8	394.2	0.0159267130209044	4.90600077741311	0.17013981739756	0.683662882854376	0.773939795486932	19171	Psmb10
19172	6938.6	6364.4	0.126667230467621	6.2737165292918	14.9295300899722	0.000746637822297692	0.00335360568163171	19172	Psmb4
19173	1969.8	1855.6	0.0908900986921034	5.06564157080861	5.23379148691477	0.031297734106177	0.0714970733405635	19173	Psmb5
19175	1333.8	1329.8	0.00479188873360479	6.0950592389536	0.0177010741049616	0.895270952492509	0.931556140474172	19175	Psmb6
19177	5501.2	5598.4	-0.0265542053416803	6.59837748332721	0.72283764664289	0.403648753672894	0.5304426843884	19177	Psmb7
19179	5414.6	5325.2	0.0255868249456156	6.71276029581092	0.53812562533992	0.470343206971799	0.593897153277749	19179	Psmc1
19181	3653.6	3816.6	-0.0594012428114388	6.29583459435333	2.29269339637651	0.143093062413056	0.239161323325429	19181	Psmc2
19182	3812	3757.4	0.021375692628749	7.07591158431621	0.626835464148993	0.436303456967017	0.561661040880056	19182	Psmc3
19183	7.8	7.4	0.0244934663837942	0.732415441708078	0.0282908471943886	0.867841606040111	0.912474181545338	19183	Psmc3ip
19184	7840.4	7579	0.0482615455023381	7.26873720139919	2.58808719222679	0.120796687475985	0.209601300712076	19184	Psmc5
19185	3283.4	3291	-0.00246517415823241	6.47673864436416	0.00711208154368313	0.933493728837715	0.957299020309494	19185	Psmd4
19186	734	862.4	-0.236357033393121	4.52132672665175	19.7553752877898	0.000171789091658948	0.000998407531499168	19186	Psme1
19188	232.4	260.4	-0.178529200041551	2.10517810544485	3.32070240562176	0.0809453763816161	0.152616420019702	19188	Psme2
19192	4923.8	4823.6	0.0318299408129974	6.81025145132829	0.637035847834204	0.43268527057664	0.558800885266621	19192	Psme3
19200	17.8	24.4	-0.453446041488988	1.6242956466348	18.1279647666618	0.000276126782004975	0.00146371019389468	19200	Pstpip1
19201	887.6	913.4	-0.0121006551011017	2.35868793429702	0.0111666739054011	0.916774801386643	0.946572110810953	19201	Pstpip2
19204	6.2	10.4	-0.632261445849702	0.0230941567927336	10.6023911238531	0.00336262956425572	0.0116499155613021	19204	Ptafr
19205	633.8	618.2	0.0309449188648467	4.83477801721698	0.531975368983716	0.472862966140627	0.59578464086824	19205	Ptbp1
19206	315	313.6	0.00288831004367813	4.96244101794919	0.00243108063695633	0.961127249225207	0.974954962474639	19206	Ptch1
19207	9.2	15.2	-0.682944634426223	0.935657790404483	30.9669941743114	1.015729427476e-05	9.38105632251634e-05	19207	Ptch2
19210	7654.8	7640.2	0.00290031862981162	6.09176208461349	0.007530494876986	0.93157032472478	0.955704270961174	19210	Ptdss1
19211	11736.4	11845.4	-0.0141129111941598	7.39514170565811	0.214548512724404	0.647414175864323	0.743897022810797	19211	Pten
192119	436.6	458.6	-0.0690538357417159	6.04999025885764	3.59669460655035	0.0700411213326677	0.13596217670459	192119	Dicer1
19212	312.2	334.4	-0.0880974886497525	1.02878819105171	0.46641488430628	0.501205801834882	0.621519274169645	19212	Pter
192136	60	57	0.0735131214093603	1.37659929985919	0.41954964262682	0.523333618748801	0.641746341341747	192136	Sugct
19214	44.2	41	0.0986982642140742	0.271387709915994	0.291821838470394	0.594052237689469	0.700818727029349	19214	Ptgdr
19215	20260.8	16879.6	0.271153981387507	9.1300626058591	6.30505795303707	0.0284762974343634	0.0665260066455937	19215	Ptgds
192156	179.6	242.4	-0.429172107800516	4.15524196409353	80.9037918999661	3.85921236240581e-09	1.602903893282e-07	192156	Mvd
192157	10139.2	8428.6	0.267111470420075	7.4973065873041	47.1346563389704	5.20853412258707e-07	8.35562177667852e-06	192157	Socs7
192159	9440	9628.8	-0.0278590467547814	8.24152345104567	0.701287414702448	0.410644700707509	0.53738872829573	192159	Prpf8
19216	578.4	521.6	0.148212900458545	4.370558901135	8.43682379970692	0.00779357160343104	0.0232840603464225	19216	Ptger1
192160	2525	2489.6	0.0212094454096691	6.38968012976892	0.398696119412659	0.53375433225865	0.65016729466261	192160	Casc3
192161	251.8	249.8	0.0214509920317285	2.16547585939501	0.0401256630308161	0.842929214300295	0.895530971223555	192161	Pcdha9
192163	176.8	173.2	0.0466242284785296	1.63901349820498	0.211821081687679	0.649502190553111	0.746078412322552	192163	Pcdha3
192164	273	281.8	-0.0167262683137148	3.1717784038267	0.0305973482749232	0.862813690676931	0.908813584161939	192164	Pcdha12
192166	344.6	347.6	-0.014298497051481	3.52070339820261	0.0542878367531992	0.817746516290572	0.878070585132154	192166	Sardh
192167	2948	3343	-0.177828815417227	6.24486868843189	23.4247005013452	6.29914045636413e-05	0.000434181097550249	192167	Nlgn1
192169	1422.8	1522.6	-0.0976472595666247	5.57655860841452	5.97593453636755	0.0222542781481349	0.054583970193983	192169	Ufsp2
192170	993	1002.6	-0.0162803304028467	5.15745564218454	0.106403734357021	0.747114257292177	0.823015736216838	192170	Eif4a3
192173	1859.6	1861	-0.00045563181019302	5.64237105949186	0.000161618512829394	0.98996231393008	0.993605672213414	192173	Mcrip1
192174	1075.8	983.4	0.126769023992542	4.59845553635645	7.44103317106252	0.0117553102420287	0.0324567820894523	192174	Rwdd4a
192176	1844.4	2132.2	-0.208164389985049	6.93196727724135	21.6501295523982	0.000134145621786792	0.00081161189506333	192176	Flna
19218	92.4	150.2	-0.693405212728677	1.30613434677116	34.2808989221145	4.9445185211003e-06	5.19012859142946e-05	19218	Ptger3
192185	2969	2449.6	0.274569060186255	6.21172681375233	55.89612931246	1.04887785573204e-07	2.27293561120703e-06	192185	Nadk
192187	488.8	331.2	0.561001560503254	4.70008082654938	127.035070600367	4.74068954668011e-11	5.3907485852693e-09	192187	Stab1
19219	61.2	62.6	-0.0369716475905683	0.649642411945672	0.0567143813222627	0.813795641858507	0.875584502562369	19219	Ptger4
192191	1911.2	2032.8	-0.0901171614359115	5.38327096333577	4.57809599642788	0.0427976032761538	0.0920941726594501	192191	Med9
192192	299.8	242.2	0.305646699917716	4.11779888948751	19.4390287742711	0.000207411364744596	0.00116424227806539	192192	Shkbp1
192193	1092.4	1212	-0.149406447068919	4.45334046691704	8.74759847506801	0.0068784532425444	0.0209882126172128	192193	Edem1
192195	1624	1621.8	0.00526340643876786	7.54065719267973	0.0158178743139542	0.901082734146036	0.93566300228284	192195	Ash1l
192196	4051.6	4509.2	-0.155941143128497	7.54627131203799	28.9303838742958	1.61764503208039e-05	0.000137180817704391	192196	Luc7l2
192197	2900.6	3132.2	-0.111140160024707	5.90879373273061	10.8067672060163	0.00311664936906285	0.0109712737409728	192197	Bcas3
192198	5026	5474.8	-0.122448347955483	6.90881956365319	16.1762480875089	0.000501385906425096	0.00241246068291223	192198	Lrrc4
192199	121.2	131.2	-0.138144725571237	2.27857703858414	1.58101095855737	0.220784468848179	0.334718120204191	192199	Rspo1
19221	3747	3420	0.132457423873987	6.30851785256758	12.4192033979511	0.00174284388036237	0.0067900445948134	19221	Ptgfrn
192216	2480.6	2525.4	-0.0232939725953994	6.20694681507963	0.102139830322977	0.754046596147105	0.828820494350589	192216	Tmem47
19223	264	210	0.324415067073009	2.10600478697097	15.3948962920432	0.000642448680030035	0.0029544871845861	19223	Ptgis
192231	2590.8	1987	0.383038945743056	5.98196991485582	97.0687944783719	6.82680237874337e-10	4.06068319268957e-08	192231	Hexim1
192232	785.8	676.8	0.21523040311123	4.57833805434279	16.6563727060337	0.000431685709678587	0.00212882471773944	192232	Hps4
192236	177.6	208.2	-0.22958917615615	3.74816188526325	21.1943878176774	0.000114704617934306	0.000713511810112217	192236	Hps1
19224	454.4	455.8	-0.00498073568225903	4.22606836410832	0.0035140907780273	0.953384789902503	0.969901506511307	19224	Ptgs1
19225	614.6	407	0.594877216511773	4.31550797194732	30.0581871103939	8.58143517145218e-05	0.000559982230104604	19225	Ptgs2
19227	5.6	6	-0.0905646204314932	0.961560959830106	0.560162433999751	0.461494477503716	0.585800800140773	19227	Pthlh
19228	234.4	305.2	-0.378187516450646	2.36160225003969	11.1689487639567	0.00282483851622312	0.0100939965175498	19228	Pth1r
192285	1825	1715.8	0.0854754468867558	5.77977495367572	4.84606227865126	0.0376063615112932	0.0829106695064416	192285	Phf21a
192287	1610.2	1711.8	-0.0905028776180766	5.36861250985191	4.74476994285916	0.0394807746003145	0.0862277298387648	192287	Slc25a36
19229	15038	13843.8	0.119462830160749	8.94939064234325	16.8200154945995	0.000410399598185647	0.00203902781893694	19229	Ptk2b
192292	3360	3381.6	-0.00765179284137588	6.48088824534236	0.0533493453507944	0.819299536110942	0.878843103192593	192292	Nrbp1
19230	2304.6	2211.6	0.0603536883296613	5.73515660663204	3.07328773228432	0.092403106946946	0.169255418554196	19230	Twf1
19231	664.6	679.4	-0.037350337799841	6.4139987954096	0.439658886837133	0.516020591365285	0.635474280275524	19231	Ptma
19240	1424.2	1512.6	-0.0877140340217976	5.75050322955908	2.50622030870965	0.129478030416794	0.2210578138016	19240	Tmsb10
19242	6456.2	7104.6	-0.136192004870288	7.91925757403809	11.0105209041084	0.0032411076968868	0.0112965928745604	19242	Ptn
19243	1498	1163.4	0.366128778368029	3.76061380613384	14.384458429696	0.00137446663271789	0.00560305889488547	19243	Ptp4a1
19244	4889.4	4888.2	0.00115876790142457	6.76842348679846	0.00106724734173397	0.974209942508431	0.983738333730394	19244	Ptp4a2
19245	1788.2	1624.2	0.138327075342278	6.07552410131253	13.9011364380281	0.00104843149796974	0.0044439967365556	19245	Ptp4a3
19246	1715.8	1276.4	0.424292799792099	5.84837688538256	122.397814821768	6.90280987483211e-11	7.12665813791595e-09	19246	Ptpn1
19247	12554.6	12054	0.0586428526737255	7.74244375950025	3.33856165977336	0.0801836203921115	0.151546320457117	19247	Ptpn11
19248	1337.8	1253.4	0.0912855022664424	5.57485698181548	5.24542335781173	0.0311276819965225	0.071189796768629	19248	Ptpn12
19249	135.8	127.2	0.089426855852985	4.48950212708912	3.79205444683888	0.0633339557072075	0.125866766917637	19249	Ptpn13
19250	399.6	322.4	0.309921704290113	3.71531772226365	24.859083090148	4.35224157335124e-05	0.000318754588079717	19250	Ptpn14
19252	346.4	242.6	0.518761686025876	4.63721761105323	6.65007824978283	0.025280845085548	0.0605182734128039	19252	Dusp1
19253	15.2	18.6	-0.302568108818092	0.383410484804936	4.05847149949411	0.0553308293324716	0.112879577582434	19253	Ptpn18
19255	1106.2	890.2	0.313524932969084	5.21836410944639	58.8429835521146	6.75341016418393e-08	1.57234459762403e-06	19255	Ptpn2
19258	74.2	83.6	-0.173253525688567	3.15923229958459	1.02156090717424	0.330953631492349	0.45562470612348	19258	Ptpn4
19259	5225.6	4578.4	0.191170149011034	8.01224109341474	29.8432030930494	1.31010447505063e-05	0.000115464939526718	19259	Ptpn5
19260	35.8	23.8	0.55395643794544	0.279107302550716	11.9333904940795	0.00206965612239056	0.00784959579979878	19260	Ptpn22
19261	32102	32169.8	-0.00366573092734155	9.21512397554475	0.0200961800875655	0.888456557220111	0.927424224415651	19261	Sirpa
19262	7070.6	7368	-0.0576041867141578	7.28452479795557	4.43026541328525	0.0460030760087226	0.0975251870157821	19262	Ptpra
19263	564.2	669	-0.241354131901418	5.46587119932161	25.7719428885074	3.50237527321558e-05	0.00026393812408268	19263	Ptprb
19264	36.4	46	-0.331470147918571	1.87934967546677	9.70837707866618	0.00471886961103538	0.0154593854322632	19264	Ptprc
192650	61.8	56.2	0.124189738973011	2.06381680168819	1.27519241362	0.269997958099305	0.389359521736742	192650	Cabp7
192651	517.8	531.4	-0.039451432895131	3.36404388008377	0.457228395888968	0.50541121504563	0.625239187997166	192651	Zfp286
192652	1514.6	1495.2	0.0173934926700136	5.18185517043555	0.144739542171302	0.70697312353288	0.792405012647266	192652	Wdr81
192654	930	941.2	-0.0161182095082102	4.30357812275213	0.139779059446075	0.735676242999264	0.814038380994575	192654	Pla2g15
192656	394	400.4	-0.0177977552268037	2.58632981518423	0.0535413399401485	0.818980656269013	0.878742959372899	192656	Ripk2
192657	1588	1501.2	0.0846726427714103	5.08993997311324	4.07728030550584	0.0548106149162074	0.111976343180051	192657	Ell2
19266	4782.4	5178.4	-0.114258712785152	7.89320380835189	10.4295295154395	0.00358730048414965	0.0122977695993212	19266	Ptprd
192662	4651.4	4462.8	0.0594608572888856	8.03636396422363	4.07994166207623	0.0547374547740405	0.111858500113669	192662	Arhgdia
192663	2511.4	2696.8	-0.103953690070181	6.16135430260822	11.3756433048436	0.00252971424271118	0.00923103516557681	192663	Abcg4
19267	979.8	972.2	0.011734773381751	5.08206803430052	0.0554837095191044	0.815787989690933	0.877010011379156	19267	Ptpre
192678	2318.2	4168	-0.846756021596479	5.71802849147054	146.675731513425	2.33108460621451e-09	1.09040443036325e-07	192678	Rassf3
19268	3381.2	3421.2	-0.0161255242162382	7.11347210225281	0.215886316910889	0.646395926840589	0.743159936887836	19268	Ptprf
19270	4421.4	4146.6	0.0953769774260436	6.47301891009198	6.50105771194044	0.0176155734384814	0.0450886308623713	19270	Ptprg
19271	4627.2	3887.8	0.25225507029086	7.4756183819466	38.5158770177178	2.89929326243174e-06	3.34227956780193e-05	19271	Ptprj
19272	2335.8	2334.4	-0.000828116945219358	7.02755924436684	0.000436326733470484	0.983510588368443	0.989524654232917	19272	Ptprk
19273	2006.2	1428.2	0.48956655863935	6.13365111628994	137.023693456563	2.19215527912022e-11	2.98918984947205e-09	19273	Ptpru
192734	489.4	655.4	-0.420794021325262	3.94468314284383	40.0402594638913	1.55747852102406e-06	1.99572646656753e-05	192734	Lrrc75b
