	logFC	logCPM	LR	PValue	FDR	check	gene
18845	0.063091774142412	8.00929650202145	1.77468263223772	0.182803626521561	0.979217021667998	18845	Plxna2
18854	0.125057443290414	4.15378826589809	2.06400105313299	0.150813725848113	0.979217021667998	18854	Pml
18975	0.0732913457954375	6.02992985365332	1.85177390486958	0.173577219602705	0.979217021667998	18975	Polg
18987	-0.0960162628644174	3.60836698834852	1.16275247639662	0.280895431658367	0.979217021667998	18987	Pou2f2
18991	-0.0813180670943936	4.36868604968353	1.06109279068218	0.30296607704242	0.979217021667998	18991	Pou3f1
19014	0.0558881263959041	6.00336027093442	1.24483070040409	0.264542087050524	0.979217021667998	19014	Med1
19016	0.143482575995985	2.83964306776037	1.4258040005373	0.232450450332983	0.979217021667998	19016	Pparg
19017	-0.0788039214687645	5.8144917144446	1.86095504227516	0.172514615155395	0.979217021667998	19017	Ppargc1a
19038	0.229199348033295	0.66549208994631	1.35895082170669	0.243719396111899	0.979217021667998	19038	Ppic
19045	0.0448092270273448	7.35044875794142	1.24128368995068	0.265223798827971	0.979217021667998	19045	Ppp1ca
19056	-0.0582324548781709	8.48096444998588	1.59301307393153	0.20689617730991	0.979217021667998	19056	Ppp3cb
19069	0.0658912099524508	5.90918574954236	2.25810895714525	0.132916279623439	0.979217021667998	19069	Nup88
19072	-0.0592458768319491	4.82270839016603	1.17158642663749	0.279075512202995	0.979217021667998	19072	Prep
19076	0.128526069581806	2.92650978571915	1.66516064517115	0.196907981937204	0.979217021667998	19076	Prim2
19082	0.081727677769161	4.61691838642066	1.87165082672589	0.171286127990522	0.979217021667998	19082	Prkag1
19084	-0.0503610772754301	9.60221784449593	1.31237292635886	0.251965473177321	0.979217021667998	19084	Prkar1a
19085	0.0449138151935028	10.1950174951536	1.91288280215547	0.166643383665236	0.979217021667998	19085	Prkar1b
19089	0.0622432820169801	6.13732784486812	1.67306231941122	0.195848863602099	0.979217021667998	19089	Prkcsh
19091	-0.13539911078199	3.60986849257283	1.77160362120696	0.183183742747435	0.979217021667998	19091	Prkg1
19092	0.0968446689747896	3.76650994497921	1.45262019667972	0.22810798471759	0.979217021667998	19092	Prkg2
19094	-0.0693876884043928	6.60606670071473	1.42098138809968	0.233241938951123	0.979217021667998	19094	Mapk11
19128	-0.0891591976198748	3.61796667539946	1.51406021083259	0.218520578064395	0.979217021667998	19128	Pros1
19134	0.040605278607899	6.75022423234053	1.07296434100716	0.30027683009657	0.979217021667998	19134	Prpf4b
19164	-0.0604773167704995	6.17079162612045	1.61148798322083	0.204282763611459	0.979217021667998	19164	Psen1
19172	0.0699744452091538	6.27370027652102	2.17085041146454	0.14064843662124	0.979217021667998	19172	Psmb4
19181	-0.064704657923844	6.2958301168734	1.28243753681763	0.257446308078219	0.979217021667998	19181	Psmc2
19186	-0.0809267409045415	4.52130868775143	1.14495003475697	0.284608784828437	0.979217021667998	19186	Psme1
19200	-0.196296258128882	1.62424965905286	1.93525574946106	0.164184584642314	0.979217021667998	19200	Pstpip1
192119	0.0547874181439168	6.0500030206396	1.03800686899886	0.308285474912411	0.979217021667998	192119	Dicer1
192170	-0.0927148728304134	5.15744758414556	1.62858521476391	0.201898844941047	0.979217021667998	192170	Eif4a3
192173	0.0614695485852568	5.64233543874525	1.40892718891452	0.235234567627691	0.979217021667998	192173	Mcrip1
192196	-0.0442639999169074	7.54627754140933	1.08503823841313	0.297573195510902	0.979217021667998	192196	Luc7l2
192199	0.182447668586047	2.2785444312557	1.40497173014782	0.235892911449503	0.979217021667998	192199	Rspo1
19242	0.0884129178933848	7.91924814650587	2.29835261704287	0.129511295105052	0.979217021667998	19242	Ptn
19247	-0.0548104159497008	7.74244813397963	1.3860982939243	0.239065111013169	0.979217021667998	19247	Ptpn11
19249	0.0928841635308076	4.48953509314077	2.04215008243025	0.152993263819908	0.979217021667998	19249	Ptpn13
19255	0.0662806826626316	5.21844982008897	1.24983152833057	0.26358465689572	0.979217021667998	19255	Ptpn2
19258	-0.207046230993284	3.15937409756092	1.17961367143661	0.277434658397557	0.979217021667998	19258	Ptpn4
19266	0.0637654034005466	7.89320994476164	1.51178672885277	0.218866649719261	0.979217021667998	19266	Ptprd
19272	0.0869412879923245	7.02755256127806	2.31888882146929	0.127811298847821	0.979217021667998	19272	Ptprk
19277	-0.0745055521912437	4.99273133325372	1.14856480436386	0.283849787939291	0.979217021667998	19277	Ptpro
192786	-0.0984509992075118	5.28140348218856	2.34322941260719	0.125828457588459	0.979217021667998	192786	Rapgef6
19285	0.129171503677664	4.26152443633553	2.02232852138659	0.155001293637713	0.979217021667998	19285	Cavin1
192950	-0.0796985426297608	5.67603212129061	1.66961722763383	0.196309811504225	0.979217021667998	192950	Nacad
19300	-0.0733568344742522	3.88906776998287	1.05377733326368	0.304638734236169	0.979217021667998	19300	Abcd4
19305	0.07610125814199	5.81862215615724	1.90934825383621	0.167035673646117	0.979217021667998	19305	Pex5
19324	-0.0501763251145665	7.72094279475645	1.16693073432422	0.280032790603991	0.979217021667998	19324	Rab1a
19328	0.0530531800334146	6.53686145811252	1.34570072240949	0.246031130843411	0.979217021667998	19328	Rab12
193280	-0.131644881234652	1.99408507607181	1.01658479345514	0.313330477737269	0.979217021667998	NA	NA
19334	-0.0730798791495991	4.92676761390535	1.29016827317967	0.256016942373592	0.979217021667998	19334	Rab22a
19348	-0.197895240482789	1.89878023925887	2.16478501458299	0.141204369935835	0.979217021667998	19348	Kif20a
19356	-0.0903215239015819	4.16749231737639	1.69076534103419	0.193500111107951	0.979217021667998	19356	Rad17
19359	-0.0581350825102079	7.94308943372155	1.52158260600559	0.21738015479869	0.979217021667998	19359	Rad23b
19367	-0.0994021871764866	2.96776322529361	1.17680825692251	0.278006730129471	0.979217021667998	19367	Rad9a
193796	-0.0530648663863625	6.27001222847466	1.23295513587067	0.266833103358594	0.979217021667998	193796	Kdm4b
19384	-0.0464679715711731	6.73705682823	1.01710665213495	0.313206303869699	0.979217021667998	19384	Ran
19401	-0.194558199794355	3.66553734962961	2.30385350399757	0.129053472846399	0.979217021667998	19401	Rara
19414	0.0659494152993553	6.34652497186738	1.37608300816332	0.240769481944899	0.979217021667998	19414	Rasa3
19416	0.306613982703525	2.49888500786605	2.27898996540536	0.131137250697347	0.979217021667998	19416	Rasd1
195018	0.055335009025207	6.55172517128263	1.04441033433599	0.306797958606161	0.979217021667998	195018	Zzef1
19645	-0.0724929081523862	5.09691951414302	1.52886606320462	0.216282708233728	0.979217021667998	19645	Rb1
19653	-0.0926442009251993	3.74810845522482	1.71792355801299	0.18996054817997	0.979217021667998	19653	Rbm4
19656	0.0826622001742749	4.14861195312696	1.14339587277303	0.284935904426235	0.979217021667998	19656	Rbmxl1
19662	-0.107389194082369	4.01966833171029	1.69710946229914	0.192666430658096	0.979217021667998	19662	Rbp4
19664	-0.0775906495543405	4.96507892576647	1.65101792551969	0.198820442604695	0.979217021667998	19664	Rbpj
19698	-0.136963085761686	2.10640118717456	1.18259862700407	0.276827601042969	0.979217021667998	19698	Relb
19711	0.0783127491113055	5.65203964389122	1.68400984645378	0.194392489196694	0.979217021667998	19711	Resp18
19712	0.211490169660453	1.21070830220597	1.67770436685215	0.19522976761174	0.979217021667998	19712	Rest
19720	-0.117562381435486	3.54167587844527	1.79357956863752	0.180490635812394	0.979217021667998	19720	Trim27
19724	0.0899147221282302	5.16723550480228	2.27975160705518	0.131072864290257	0.979217021667998	19724	Rfx1
19730	-0.0573782328311819	6.77270212492744	1.73832007779096	0.18735182482669	0.979217021667998	19730	Ralgds
19735	-0.0858715419919314	5.13142076801324	1.5272133913274	0.216531147257235	0.979217021667998	19735	Rgs2
19737	-0.116869760466468	4.07909693778073	1.0300428141	0.310148612082846	0.979217021667998	19737	Rgs5
19766	0.12965499968046	2.7425264776524	2.01597424623332	0.155651332000847	0.979217021667998	19766	Ripk1
19823	0.0621589930328782	5.50380044186557	1.22327493893705	0.268718900180538	0.979217021667998	19823	Rnf7
19882	0.190534476612927	1.13033742646738	1.11089231806253	0.291888060639556	0.979217021667998	19882	Mst1r
19891	0.168513479012898	3.27243754538195	1.65717069051294	0.197985764905028	0.979217021667998	19891	Rpa2
19895	0.0914171384421508	3.35664982278317	1.28801136905935	0.256414753668772	0.979217021667998	19895	Rpia
19934	0.0694928647360255	6.13196917681335	1.80048756887234	0.179653561355203	0.979217021667998	19934	Rpl22
19943	-0.162814760344919	1.74796816905865	1.45635941919816	0.227510264664637	0.979217021667998	19943	Rpl28
20024	-0.0509359648923377	7.71085059919268	1.14824554894881	0.28391671900715	0.979217021667998	20024	Sub1
20055	0.260409305274448	1.2526599197687	2.27010129682865	0.131891281388105	0.979217021667998	20055	Rps16
20088	0.0756503764343848	6.93919704996065	1.54403534370572	0.214018150379062	0.979217021667998	20088	Rps24
20184	-0.0815312033470412	3.99334646767222	1.0224405846676	0.311940794332468	0.979217021667998	20184	Uimc1
20185	0.0607552051104961	8.24041705972582	1.36973022265026	0.241858240586653	0.979217021667998	20185	Ncor1
20190	0.102137579120632	5.79760184664984	2.30175564090991	0.129227858621051	0.979217021667998	20190	Ryr1
20192	-0.0885511361986214	5.60798040846275	1.20185773748702	0.272950692351244	0.979217021667998	20192	Ryr3
20215	0.211867983983613	1.36967177096362	1.89165645567738	0.169015208146248	0.979217021667998	20215	Sag
20220	-0.0819085610506064	4.38838050607488	2.04622343625504	0.152584273900437	0.979217021667998	20220	Sap18
20222	0.0849323890385047	4.62819573970459	1.59312252654255	0.206880578596284	0.979217021667998	20222	Sf3a2
20230	-0.0557764957434793	7.02065132418091	1.04164750507357	0.307438615172496	0.979217021667998	20230	Satb1
20265	-0.0735572140477545	7.27396418872472	1.13814610542435	0.286044405828983	0.979217021667998	20265	Scn1a
20269	-0.0646566426768673	5.50002412495636	1.45981923223728	0.226958884977917	0.979217021667998	20269	Scn3a
20274	0.160575714498359	1.63513072863298	1.04617982669551	0.306388550495802	0.979217021667998	20274	Scn9a
20280	0.083856274560636	5.41245277669847	1.71422148061592	0.190438569785364	0.979217021667998	20280	Scp2
20300	0.168298116657441	1.44509306237386	1.180311630655	0.277292562886098	0.979217021667998	20300	Ccl25
20305	-0.377099477772407	0.103352669102031	2.24131542015441	0.134366630667863	0.979217021667998	20305	Ccl6
20308	0.245830128291668	0.254873418683989	1.05825297090846	0.303613980197947	0.979217021667998	20308	Ccl9
20320	-0.0423213714659771	9.38645898914239	1.51678723962361	0.218106327805038	0.979217021667998	20320	Nptn
20322	-0.0996743175273348	3.74655818508835	1.01784177691444	0.313031493288014	0.979217021667998	20322	Sord
20347	0.319527051901868	1.25808813242725	2.04070310240866	0.153138848471088	0.979217021667998	20347	Sema3b
20348	0.0727808859573465	4.91613034169335	1.05473064742302	0.304420086411773	0.979217021667998	20348	Sema3c
20354	-0.0616772637912201	5.7751168248032	1.10866319604412	0.292372724725367	0.979217021667998	20354	Sema4d
20356	-0.0688259200500362	5.63053851080173	1.1653305388891	0.280362770511912	0.979217021667998	20356	Sema5a
20361	-0.0610842591187772	7.63963755614786	1.63863583846371	0.200512739306868	0.979217021667998	20361	Sema7a
20375	-0.163117953447877	1.30789862783965	1.03734537718147	0.308439671631981	0.979217021667998	20375	Spi1
20404	-0.0659948328972397	8.38733009426693	2.16827106683606	0.140884549393371	0.979217021667998	20404	Sh3gl2
20409	0.155379327006039	3.19974659676348	2.12612980100391	0.144805970160517	0.979217021667998	20409	Ostf1
20416	0.0867985369390638	3.62154365849411	1.35422723455954	0.244540463301265	0.979217021667998	20416	Shc1
20430	-0.0590083165923493	6.34608258731663	1.1548449229708	0.282537229436799	0.979217021667998	20430	Cyfip1
20442	-0.0882824564359086	5.28366725345685	1.63239779186275	0.201371720783463	0.979217021667998	20442	St3gal1
20447	0.160544449007238	2.59165466293	1.59851113136679	0.206114332790498	0.979217021667998	20447	St6galnac3
20448	-0.0720632905184934	4.74313084473361	1.33213804848102	0.248425212665199	0.979217021667998	20448	St6galnac4
20449	-0.0649576587888336	5.78400882094109	1.96946515902927	0.160504643758698	0.979217021667998	20449	St8sia1
20451	-0.0647680047248087	7.4492837395373	1.57656497137062	0.209256176264718	0.979217021667998	20451	St8sia3
20462	-0.0736165841800923	5.00592963209405	1.03917821806469	0.308012673677889	0.979217021667998	20462	Tra2b
20466	-0.0856419322847638	5.39069860452524	1.81647021277462	0.177734012104929	0.979217021667998	20466	Sin3a
20474	0.331129746650008	0.430192510316741	1.81322400812188	0.178121963252083	0.979217021667998	20474	Six4
20492	-0.0753516217122031	4.16880104392448	1.10598842590826	0.292955641086549	0.979217021667998	20492	Slbp
20523	0.0606888892946196	5.5191596922105	1.12846939709196	0.288102054844016	0.979217021667998	20523	Slc25a14
20541	-0.067873038559172	7.74611105202936	1.74891470260181	0.186013227549631	0.979217021667998	20541	Slc8a1
20556	0.216646613556241	1.47997114054761	1.61046070106198	0.204427053827043	0.979217021667998	20556	Slfn2
20591	0.0625763170982914	6.1088274630394	1.37413591684055	0.241102545102756	0.979217021667998	20591	Kdm5c
20598	0.138574408275602	3.41426693401643	1.76539693202063	0.183952772390192	0.979217021667998	20598	Smpd2
20607	-0.0692994752256328	5.25569231021894	1.29275850496446	0.255540215027395	0.979217021667998	20607	Sstr3
20614	-0.0420956336622183	11.6561619792313	1.14942043406668	0.283670505918665	0.979217021667998	20614	Snap25
20615	0.0611985157403241	4.87396240209748	1.07634642809648	0.299516325096754	0.979217021667998	20615	Snapin
20616	-0.050793650466722	8.84787070822896	1.63749610993425	0.200669358255259	0.979217021667998	20616	Snap91
20630	0.130717731043699	2.7741817509206	1.19172822600816	0.274981229634254	0.979217021667998	20630	Snrpc
20638	0.0496991552294067	5.71418025284959	1.0515558927873	0.30514902275456	0.979217021667998	20638	Snrpb
20641	-0.132097547176472	4.37837159542593	1.96828304327861	0.160630225220906	0.979217021667998	20641	Snrpd1
20650	0.31865194323632	3.45847918864777	2.12965173634711	0.144473577583982	0.979217021667998	20650	Sntb2
20652	-0.0929012654299383	3.92525072940842	1.20349939307528	0.272623382516133	0.979217021667998	20652	Soat1
20660	0.140520012016985	8.39033126636131	1.15852530735305	0.281771588766675	0.979217021667998	20660	Sorl1
20665	-0.118834642119472	4.61792525584371	2.11975378605117	0.145409918616996	0.979217021667998	20665	Sox10
20674	-0.125881867312212	4.80753761206107	2.22078228816144	0.136164049916138	0.979217021667998	20674	Sox2
20681	-0.120870013629259	5.26915284362402	1.96480839164435	0.161000001873873	0.979217021667998	20681	Sox8
20683	0.0679952649112694	4.82951304603008	1.25392787414044	0.262803598511468	0.979217021667998	20683	Sp1
20698	0.154351226888271	1.84009270004535	1.31506164653648	0.25148025756075	0.979217021667998	20698	Sphk1
207165	0.0652144822862876	7.09887822473041	1.2325630969991	0.266909155219836	0.979217021667998	207165	Bptf
207181	-0.106055138372031	4.08399806201469	1.94506248640951	0.163119909907383	0.979217021667998	207181	Rbms3
20720	0.0626522485290035	6.81719512363287	1.57463298276827	0.209535465932048	0.979217021667998	20720	Serpine2
207278	-0.0603565495314059	5.49022081117229	1.56998454385014	0.210209258331539	0.979217021667998	207278	Fchsd2
20729	-0.0444722927585481	6.97341568703763	1.137814745498	0.286114556745242	0.979217021667998	20729	Spin1
20740	0.0648934490552603	10.6297525102479	1.81009555705502	0.17849676734156	0.979217021667998	20740	Sptan1
20741	-0.0497369718397787	7.75039417885546	1.12686949205754	0.288444068238711	0.979217021667998	20741	Sptb
20742	0.0471189945983373	10.1851461954617	1.21910755043524	0.26953586672062	0.979217021667998	20742	Sptbn1
207474	-0.246252236991073	1.83056849117819	2.20251246031362	0.137785999143956	0.979217021667998	207474	Kctd12b
207521	-0.0737062585961405	6.4328205367234	1.72322842504869	0.189278005655536	0.979217021667998	207521	Dtx4
207615	-0.0636942754791852	6.347690373731	1.72192924806012	0.18944489769211	0.979217021667998	207615	Wdr37
207678	0.311268531893794	0.750246630922839	1.72571936597517	0.188958498549047	0.979217021667998	NA	NA
207683	0.0709424588762119	4.86683977453163	1.05517062690383	0.304319243168679	0.979217021667998	207683	Igsf11
20773	0.0900100701538615	4.52145177056763	1.56158810659987	0.211432842363541	0.979217021667998	20773	Sptlc2
207819	-0.126567629088414	3.07196973541481	1.41460002700568	0.23429426107698	0.979217021667998	207819	4930539E08Rik
20787	0.114085529995814	5.24643706347089	2.22564162804397	0.135736257744995	0.979217021667998	20787	Srebf1
208117	-0.0733970643224527	4.76343874515644	1.22333269042936	0.268707600424592	0.979217021667998	208117	Aph1b
208164	0.277795942340115	1.41312446689422	1.74664488688277	0.186299073353031	0.979217021667998	208164	Fam180a
208211	-0.083540584343713	4.15303527473122	1.02418496206934	0.311528377051399	0.979217021667998	208211	Alg1
208228	0.0989000777307726	3.02289449765721	1.11538368777654	0.290914641240322	0.979217021667998	208228	Mob3a
20823	-0.0821841698218201	6.90018026322548	1.826505274586	0.176540883327288	0.979217021667998	20823	Ssb
208440	0.0671625622643234	6.7322385696758	2.30533284988624	0.128930659197954	0.979217021667998	208440	Dip2c
20846	-0.0816246312703795	4.55403580099861	1.88902936630138	0.169311440139193	0.979217021667998	20846	Stat1
208691	-0.0675540532739827	5.78725464346279	1.80607211577576	0.178980135742711	0.979217021667998	208691	Eif5a2
208718	0.0849369566782261	4.87058664410986	1.643314035364	0.199871375071375	0.979217021667998	208718	Dis3l2
20873	-0.104319024093265	2.61620807188012	1.06451919720233	0.302186719287841	0.979217021667998	20873	Plk4
208795	-0.12519830851798	4.17418575095077	1.80321020981778	0.179324880172559	0.979217021667998	208795	Tmem63a
208869	0.0609244552986081	8.6391984908374	1.45901875249416	0.227086312024812	0.979217021667998	208869	Dock3
20887	0.168467406489555	3.66900424884205	2.04495155956233	0.15271184502466	0.979217021667998	20887	Sult1a1
208884	-0.0722847349181572	5.90069179541041	2.29962279498066	0.129405421552269	0.979217021667998	208884	Zdhhc9
208898	0.114221777194721	4.54037544108441	1.30459987364328	0.253374710156506	0.979217021667998	208898	Unc13c
20892	0.135201737410869	2.70266573034877	1.36219929941189	0.243156687219817	0.979217021667998	20892	Cenpx
208943	0.144973756275393	2.86872450266871	1.47734017526374	0.224191140688333	0.979217021667998	208943	Myo5c
208967	-0.090649206239752	4.49644459952397	1.81944212610815	0.177379696356571	0.979217021667998	208967	Thnsl1
20897	-0.265225966008484	2.26379545618084	1.60143219125462	0.205700366400782	0.979217021667998	20897	Stra6
209012	0.120747987458001	2.83782169697912	1.29817033945083	0.254547702778211	0.979217021667998	209012	Ulk4
20910	-0.0454392936974086	10.2677165157957	1.28837708553976	0.256347248643621	0.979217021667998	20910	Stxbp1
20911	0.0703009999041523	5.23967716828196	1.37582402533724	0.240813750428088	0.979217021667998	20911	Stxbp2
20913	-0.0887865023102437	4.72671269880974	1.7503402325827	0.185833966110465	0.979217021667998	20913	Stxbp4
20916	-0.045459222894072	7.25484792260806	1.06541766625325	0.301982785172198	0.979217021667998	20916	Sucla2
20927	-0.0842236587979983	5.50316076165822	1.28875749046255	0.25627705564192	0.979217021667998	20927	Abcc8
20930	0.069915703487924	5.50187313991461	1.39751929125245	0.237139364054959	0.979217021667998	20930	Surf1
20933	0.0680630140951457	4.84131678545472	1.12250585166584	0.289379518434739	0.979217021667998	20933	Med22
209462	-0.0606102122859661	6.05071441856038	2.00159751380052	0.157133521329302	0.979217021667998	209462	Hace1
209540	-0.22077459191923	1.14451045684655	1.70873689393313	0.19114933409264	0.979217021667998	209540	Rtl9
209550	0.290105134248449	0.95766389050154	2.20232473612092	0.137802776798836	0.979217021667998	209550	Rad51ap2
209586	-0.0551060298128347	7.21840097512789	1.98422517727812	0.158945999881957	0.979217021667998	209586	Nudcd3
20965	-0.0474750553855929	9.20049642653135	1.1033776699957	0.293526040115824	0.979217021667998	20965	Syn2
209683	0.0850292244554734	4.46618839792669	1.60685241897203	0.204934819980121	0.979217021667998	209683	Ttc28
20973	0.143590568434414	2.7269790611283	2.04887009801558	0.152319196594819	0.979217021667998	20973	Syngr2
209743	-0.164243790961897	1.75341747135393	1.23530781126077	0.266377273014927	0.979217021667998	209743	AF529169
20975	0.128491275688156	7.01511562915609	1.87856219373133	0.170497653810558	0.979217021667998	20975	Synj2
20977	-0.0600548155020408	10.6238699579215	2.34778190073715	0.125461411340945	0.979217021667998	20977	Syp
209773	-0.0878018495342267	4.44032990525405	1.77888354264027	0.182286480748475	0.979217021667998	209773	Dennd2a
20979	-0.0534592707708971	11.1057256861603	2.03820065832966	0.15339099700267	0.979217021667998	20979	Syt1
209815	-0.0959328885265768	4.11437069879226	1.15578948047934	0.282340479805133	0.979217021667998	209815	Tbc1d25
209837	-0.245223627124031	1.57260798003234	1.73834322592759	0.187348887948989	0.979217021667998	209837	Slc38a5
210004	0.134247236992035	2.74819102835384	1.34177149737546	0.246721802565484	0.979217021667998	210004	B3gntl1
210108	-0.0891061726491042	5.98026056942503	2.19307588910643	0.138632226102449	0.979217021667998	210108	D130043K22Rik
210146	-0.0422108219199274	7.0586598810911	1.13626421796653	0.286443103244678	0.979217021667998	210146	Irgq
210148	-0.103871030038537	3.39743954907947	1.16221687902111	0.281006253293419	0.979217021667998	210148	Slc30a6
210162	0.153909570444361	4.39391998644254	2.33082827885863	0.126834373616687	0.979217021667998	210162	Zkscan2
210529	-0.0837590810703416	4.56881230536655	1.40310850208184	0.236203798726863	0.979217021667998	210529	Mettl14
210573	-0.0728032651392338	7.11603756942057	1.83517160712215	0.175517920381208	0.979217021667998	210573	Tmem151b
210925	-0.104553869468549	4.19524319517642	2.0832256974517	0.1489251713818	0.979217021667998	210925	Ints9
210982	0.0492131614649483	6.6173579487638	1.17141041198112	0.279111628265469	0.979217021667998	210982	Bicral
211006	0.165657196524252	2.40243862647555	1.83489201924643	0.175550815730865	0.979217021667998	211006	Sepsecs
211187	-0.0818725616602288	6.20281254388626	2.10217815754259	0.147089470946611	0.979217021667998	211187	Lrtm2
211383	0.0741224769809028	5.39392392229781	1.11579631231865	0.290825420560437	0.979217021667998	211383	Amer3
211389	0.102771263053468	3.49589307604579	1.42912762860687	0.231906862714436	0.979217021667998	211389	Suox
211401	-0.0982976155586245	5.12916688552933	1.8529726232675	0.173438056129113	0.979217021667998	211401	Mtss1
211484	-0.0905385369340038	3.68563984678911	1.10067905549658	0.294117128309528	0.979217021667998	211484	Tsga10
211936	-0.103988320886479	3.20346288964967	1.15829328855456	0.28181977875712	0.979217021667998	211936	Ccdc73
212032	-0.213659464102185	0.916821190953396	1.31963899876478	0.250656849390171	0.979217021667998	212032	Hk3
212073	0.196629997365798	0.92059514189135	1.12890987742437	0.288007983471036	0.979217021667998	212073	Syne3
212153	0.0972044498014105	3.05644540314012	1.04464922430312	0.306742645148748	0.979217021667998	212153	Ccdc191
212167	0.177135439234799	2.78918312206312	1.99322685951065	0.158003891405559	0.979217021667998	212167	Gsap
212168	0.128559463600276	4.54722566584984	2.2403939429476	0.134446723271949	0.979217021667998	212168	Zswim4
212198	0.139589995019831	2.5185083908672	1.31322878218667	0.251810897846919	0.979217021667998	212198	Wdr25
212281	-0.273991672906784	0.671269969839405	1.95231909015029	0.162337165720757	0.979217021667998	212281	Zfp729a
212442	-0.160952958366763	2.6325486513881	1.70476296219145	0.191666261683638	0.979217021667998	212442	Lactb2
212448	0.0731157957397487	7.05959761049794	2.07658816037699	0.149574178638823	0.979217021667998	212448	9330159F19Rik
212528	0.0569848278791256	6.16558256036089	1.20793906381864	0.271740669455223	0.979217021667998	212528	Trmt1
212569	0.213602203457678	1.18560420869007	1.25193009631172	0.26318415929785	0.979217021667998	212569	Zfp273
212632	-0.0943703900495384	5.11667124222662	1.76270777297715	0.184287130467571	0.979217021667998	212632	Iffo2
212892	-0.179857061821637	1.02170792656442	1.0299918224533	0.310160588348498	0.979217021667998	212892	Rsph4a
212999	-0.0480995370247359	7.66950849868301	1.19282438387161	0.274760584055803	0.979217021667998	212999	Tnpo2
213012	0.117303103177376	3.96701056442243	1.65228346087087	0.198648424611042	0.979217021667998	213012	Abhd10
213056	-0.108165871034355	6.61543049459782	1.54142672181194	0.214405565364195	0.979217021667998	213056	Fam126b
213081	0.0844944577792982	4.75476963417946	1.90395068223036	0.167636777839142	0.979217021667998	213081	Wdr19
213109	0.0531497060840991	6.76034056125288	1.50093564963424	0.220527453057266	0.979217021667998	213109	Phf3
213332	-0.17478425056694	1.56531463254308	1.08232911222851	0.298177101439688	0.979217021667998	NA	NA
213389	-0.15720816815179	1.66316051318198	1.22870280096759	0.267659460785221	0.979217021667998	213389	Prdm9
21346	-0.163250079323324	2.14037601699038	1.34003444017486	0.247027894711497	0.979217021667998	21346	Tagln2
213499	-0.0606155926894307	5.5968563411068	1.04210085671472	0.307333371129906	0.979217021667998	213499	Fbxo42
21354	-0.247785293519524	1.2625390291049	1.54410864558218	0.214007276101558	0.979217021667998	21354	Tap1
213541	-0.0866582777064344	5.10130491114882	2.23491165664291	0.134924335717174	0.979217021667998	213541	Ythdf2
213556	0.0989400435277098	3.69892118927313	1.36849802322702	0.24207011178128	0.979217021667998	213556	Plekhh2
21356	0.110316456061206	3.8544861046262	2.32370367240591	0.127416328215114	0.979217021667998	21356	Tapbp
213575	0.10581532433067	4.09790028581795	2.16504371312768	0.141180608181025	0.979217021667998	213575	Dync2li1
21375	-0.067648585487476	7.52692732462946	1.42866090560906	0.231983103748198	0.979217021667998	21375	Tbr1
213753	0.0766956878494647	5.55660600494338	1.95357044193719	0.162202620599048	0.979217021667998	213753	Zfp598
21380	0.253728909849642	0.167855314694246	1.03601559740399	0.308749952548844	0.979217021667998	21380	Tbx1
213819	-0.0820252737759823	6.31794180982569	1.71770936278536	0.189988167461186	0.979217021667998	213819	Casd1
21384	-0.306645877191723	0.791310055840772	2.16651041152927	0.141045975181722	0.979217021667998	21384	Tbx15
21386	-0.225943360372942	1.58582788952813	1.86813102342787	0.171689289285555	0.979217021667998	21386	Tbx3
21393	0.300820532384056	2.4551675868022	2.30759632145001	0.128743000219231	0.979217021667998	21393	Tcap
213988	-0.0539347955180327	6.7717595709011	1.12843856551127	0.288108640867297	0.979217021667998	213988	Tnrc6b
213993	0.119323234642126	4.37913112828456	1.85874976193225	0.172769165025186	0.979217021667998	213993	Ccdc186
21402	-0.0578120660518529	8.27690581268289	2.33689916019196	0.126340822206357	0.979217021667998	21402	Skp1a
214058	0.0941962553080756	5.19374303637267	1.02618669053802	0.311055990237215	0.979217021667998	214058	Megf11
21411	-0.0441462228177013	6.94832411509615	1.04873036011705	0.305799677606397	0.979217021667998	21411	Tcf20
21417	-0.0545472139314981	6.18422305724776	1.33786577640756	0.247410693768222	0.979217021667998	21417	Zeb1
214254	-0.188102054082556	0.745770202312523	1.01679275055099	0.313280987602627	0.979217021667998	214254	Nudt15
214305	0.197322357490544	2.12130217576567	2.20633846033164	0.137444552707128	0.979217021667998	214305	Hhipl1
214345	0.150988142384513	2.59224248237855	1.98589739226586	0.158770504912607	0.979217021667998	214345	Lrrc1
21453	0.0980613601603162	5.0204927328759	1.60921329549051	0.204602423767479	0.979217021667998	21453	Tcof1
214547	-0.258308799844804	2.15720842860966	2.34177509847267	0.125945963685995	0.979217021667998	214547	She
214572	0.0595815097609561	5.20275287063978	1.36564452158719	0.242561627044365	0.979217021667998	214572	Prmt7
214579	-0.0600317734130654	5.96651844881466	1.2761788249287	0.258610728931282	0.979217021667998	214579	Aldh5a1
214601	-0.139192312809336	1.93379660836478	1.06810764677156	0.301373275065667	0.979217021667998	214601	Slc10a3
214764	-0.0814559437406038	4.90747629375607	1.27134806753311	0.259513935632295	0.979217021667998	214764	Edrf1
214791	-0.0866949767313355	4.04737562062511	1.77870903308539	0.182307929670168	0.979217021667998	214791	Sertad4
214897	0.0484697454073928	5.65987637022514	1.02932636228824	0.310316938310604	0.979217021667998	214897	Csnk1g1
